#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Sebastes jordani","Eukaryota;Animals;Fishes","","SAMEA7962353","PRJEB42258","GCA_916701295.1","Scaffold",782.434,40.7,,"CAKAMP01",41754,0,"2021-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/295/GCA_916701295.1_S-jordani_KUI517",
"Sebastes itinus","Eukaryota;Animals;Fishes","","SAMEA7962352","PRJEB42258","GCA_916701335.1","Scaffold",786.594,40.8,,"CAKAMS01",44214,0,"2021-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/335/GCA_916701335.1_S_itinus_130931",
"Sebastes melanops","Eukaryota;Animals;Fishes","","SAMEA7962361","PRJEB42258","GCA_916701325.1","Scaffold",782.955,40.7,,"CAKANC01",56282,0,"2021-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/325/GCA_916701325.1_S_melanops_134856",
"Sebastes saxicola","Eukaryota;Animals;Fishes","","SAMEA7962399","PRJEB42258","GCA_916701375.1","Scaffold",791.449,40.7,,"CAKANR01",39854,0,"2021-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/375/GCA_916701375.1_S-saxicola_KUI2167",
"Sebastes variabilis","Eukaryota;Animals;Fishes","","SAMEA7962411","PRJEB42258","GCA_916701445.1","Scaffold",818.206,40.7,,"CAKAOA01",54219,0,"2021-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/445/GCA_916701445.1_S-variabilis_KUI2038",
"Sebastes rosenblatti","Eukaryota;Animals;Fishes","","SAMEA7962394","PRJEB42258","GCA_916701545.1","Scaffold",779.946,40.8,,"CAKANU01",46985,0,"2021-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/545/GCA_916701545.1_S-rosenblatti_SEB-147",
"Sebastes wilsoni","Eukaryota;Animals;Fishes","","SAMEA7962414","PRJEB42258","GCA_916701595.1","Scaffold",807.364,40.8,,"CAKANZ01",49185,0,"2021-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/595/GCA_916701595.1_S-wilsoni_KUI3199",
"Aphelinus atriplicis","Eukaryota;Animals;Insects","VGg00_Dn","SAMN22605414","PRJNA767831","GCA_020882685.1"," Chromosome",340.311,41.0773,"chromosome 1:CM037073.1; chromosome 2:CM037074.1; chromosome 3:CM037075.1; chromosome 4:CM037076.1; mitochondrion MT:CM037077.1","JAJGQD01",467,0,"2021-11-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/882/685/GCA_020882685.1_ARS_Aatr_GLS1.0",
"Selenia dentaria","Eukaryota;Animals;Insects","","SAMEA7701559","PRJEB48177","GCA_917880725.1"," Chromosome",1030.77,37.3254,"chromosome 1:OU862875.1; chromosome 2:OU862877.1; chromosome 3:OU862878.1; chromosome 4:OU862879.1; chromosome 5:OU862880.1; chromosome 6:OU862881.1; chromosome 7:OU862882.1; chromosome 8:OU862883.1; chromosome 9:OU862884.1; chromosome 10:OU862885.1; chromosome 11:OU862886.1; chromosome 12:OU862887.1; chromosome 13:OU862888.1; chromosome 14:OU862889.1; chromosome 15:OU862890.1; chromosome 16:OU862891.1; chromosome 17:OU862892.1; chromosome 18:OU862893.1; chromosome 19:OU862894.1; chromosome 20:OU862895.1; chromosome 21:OU862896.1; chromosome 22:OU862897.1; chromosome 23:OU862898.1; chromosome 24:OU862899.1; chromosome 25:OU862900.1; chromosome 26:OU862901.1; chromosome 27:OU862902.1; chromosome 28:OU862903.1; chromosome 29:OU862904.1; chromosome Z:OU862876.1; mitochondrion MT:OU862905.1","CAKJUM01",68,0,"2021-10-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/917/880/725/GCA_917880725.1_ilSelDent1.1",
"Agrochola macilenta","Eukaryota;Animals;Insects","","SAMEA8603207","PRJEB47751","GCA_916701695.1"," Chromosome",683.224,38.0821,"chromosome 1:OU753553.1; chromosome 2:OU753554.1; chromosome 3:OU753555.1; chromosome 4:OU753556.1; chromosome 5:OU753557.1; chromosome 6:OU753558.1; chromosome 7:OU753559.1; chromosome 8:OU753560.1; chromosome 9:OU753561.1; chromosome 10:OU753562.1; chromosome 11:OU753563.1; chromosome 12:OU753564.1; chromosome 13:OU753565.1; chromosome 14:OU753566.1; chromosome 15:OU753567.1; chromosome 16:OU753568.1; chromosome 17:OU753569.1; chromosome 18:OU753570.1; chromosome 19:OU753571.1; chromosome 20:OU753572.1; chromosome 21:OU753573.1; chromosome 22:OU753574.1; chromosome 23:OU753575.1; chromosome 24:OU753576.1; chromosome 25:OU753577.1; chromosome 26:OU753578.1; chromosome 27:OU753579.1; chromosome 28:OU753580.1; chromosome 29:OU753581.1; chromosome 30:OU753582.1; chromosome W:OU753583.1; chromosome Z:OU753552.1; mitochondrion MT:OU753584.1","CAKAOO01",36,0,"2021-10-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/695/GCA_916701695.1_ilAgrMaci1.1",
"Sebastes cheni","Eukaryota;Animals;Fishes","","SAMEA7962329","PRJEB42258","GCA_916700745.1","Scaffold",781.405,40.7,,"CAKAKT01",30655,0,"2021-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/745/GCA_916700745.1_S_cheni_135386",
"Sebastes auriculatus","Eukaryota;Animals;Fishes","","SAMEA7962322","PRJEB42258","GCA_916700975.1","Scaffold",794.793,40.9,,"CAKALE01",44053,0,"2021-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/975/GCA_916700975.1_S-auriculatus_S-1A",
"Sebastes atrovirens","Eukaryota;Animals;Fishes","","SAMEA7962321","PRJEB42258","GCA_916700955.1","Scaffold",802.452,40.7,,"CAKALD01",42583,0,"2021-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/955/GCA_916700955.1_S-atrovirens_xSEB-24",
"Sebastes babcocki","Eukaryota;Animals;Fishes","","SAMEA7962324","PRJEB42258","GCA_916700865.1","Scaffold",784.607,40.7,,"CAKALC01",41621,0,"2021-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/865/GCA_916700865.1_S-babcocki_HO-4",
"Sebastes aurora","Eukaryota;Animals;Fishes","","SAMEA7962323","PRJEB42258","GCA_916700905.1","Scaffold",795.547,40.8,,"CAKALP01",41684,0,"2021-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/905/GCA_916700905.1_S-aurora_KUI448",
"Sebastes constellatus","Eukaryota;Animals;Fishes","","SAMEA7962332","PRJEB42258","GCA_916700895.1","Scaffold",800.516,40.7,,"CAKALB01",40444,0,"2021-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/895/GCA_916700895.1_S-constellatus_SEB-71",
"Sebastes chlorostictus","Eukaryota;Animals;Fishes","","SAMEA7962330","PRJEB42258","GCA_916700915.1","Scaffold",805.127,40.8,,"CAKAKY01",39429,0,"2021-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/915/GCA_916700915.1_S-chlorostictus_xSEB-10",
"Sebastes pinniger","Eukaryota;Animals;Fishes","","SAMEA7962385","PRJEB42258","GCA_916701255.1","Scaffold",790.081,40.7,,"CAKAMB01",29320,0,"2021-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/701/255/GCA_916701255.1_S-pinniger_SEB-75",
"Sebastes crameri","Eukaryota;Animals;Fishes","","SAMEA7962333","PRJEB42258","GCA_916700755.1","Scaffold",801.89,40.8,,"CAKAKV01",37945,0,"2021-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/755/GCA_916700755.1_S-crameri_SEB-4",
"Aphelenchus avenae","Eukaryota;Animals;Roundworms","uhasgpb2012","SAMN02615697","PRJNA236621","GCA_020875895.1","Scaffold",264.011,42.1,,"JNEY01",18660,43185,"2021-11-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/875/895/GCA_020875895.1_ASM2087589v1",
"Sebastes exsul","Eukaryota;Animals;Fishes","","SAMEA7962342","PRJEB42258","GCA_916700705.1","Scaffold",789.915,40.7,,"CAKALA01",45053,0,"2021-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/705/GCA_916700705.1_S-exsul_SEB-BAJA-1",
"Sebastes entomelas","Eukaryota;Animals;Fishes","","SAMEA7962341","PRJEB42258","GCA_916700775.1","Scaffold",801.786,40.7,,"CAKAKX01",35359,0,"2021-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/775/GCA_916700775.1_S-entomelas_SEB-8",
"Drosophila pachea","Eukaryota;Animals;Insects","15090-1698.02","SAMN14334845","PRJNA611543","GCA_020883565.1","Scaffold",127.516,38.7,,"JABVZX01",411,0,"2021-11-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/883/565/GCA_020883565.1_orgogozo-p-171030-0",
"Drosophila nannoptera","Eukaryota;Animals;Insects","15090-1692.12","SAMN14334846","PRJNA611543","GCA_020883555.1","Scaffold",134.505,39.4,,"JABVZY01",477,0,"2021-11-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/883/555/GCA_020883555.1_orgogozo-p-161206-1",
"Aphelinus certus","Eukaryota;Animals;Insects","VJP01_TU","SAMN22612460","PRJNA767831","GCA_020882725.1"," Chromosome",333.518,41.7094,"chromosome 1:CM037083.1; chromosome 2:CM037084.1; chromosome 3:CM037085.1; chromosome 4:CM037086.1; mitochondrion MT:CM037087.1","JAJGXB01",12938,0,"2021-11-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/882/725/GCA_020882725.1_ARS_Acer_aS1",
"Eulithis prunata","Eukaryota;Animals;Insects","","SAMEA7701309","PRJEB48685","GCA_918843925.1"," Chromosome",263.148,37.1676,"chromosome 1:OU974007.1; chromosome 2:OU974008.1; chromosome 3:OU974009.1; chromosome 4:OU974010.1; chromosome 5:OU974011.1; chromosome 6:OU974012.1; chromosome 7:OU974013.1; chromosome 8:OU974014.1; chromosome 9:OU974015.1; chromosome 10:OU974016.1; chromosome 11:OU974017.1; chromosome 12:OU974018.1; chromosome 13:OU974019.1; chromosome 14:OU974020.1; chromosome 15:OU974021.1; chromosome 16:OU974022.1; chromosome 17:OU974023.1; chromosome 18:OU974024.1; chromosome 19:OU974025.1; chromosome 20:OU974026.1; chromosome 21:OU974027.1; chromosome 22:OU974028.1; chromosome 23:OU974029.1; chromosome 24:OU974030.1; chromosome 25:OU974031.1; chromosome 26:OU974032.1; chromosome 27:OU974033.1; chromosome 28:OU974034.1; chromosome 29:OU974035.1; chromosome Z:OU974006.1; mitochondrion MT:OU974036.1",,31,0,"2021-11-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/918/843/925/GCA_918843925.1_ilEulPrun1.1",
"Criorhina berberina","Eukaryota;Animals;Insects","","SAMEA7701563","PRJEB48175","GCA_917880715.2"," Chromosome",410.398,41.1657,"chromosome 1:OU862870.1; chromosome 2:OU862871.1; chromosome 3:OU862872.1; chromosome X:OU862873.1; mitochondrion MT:OU862874.1","CAKJUL02",23,0,"2021-10-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/917/880/715/GCA_917880715.2_idCriBerb1.2",
"Limnephilus marmoratus","Eukaryota;Animals;Insects","","SAMEA7520990","PRJEB48179","GCA_917880885.1"," Chromosome",1629.97,35.7348,"chromosome 1:OU862906.1; chromosome 2:OU862907.1; chromosome 3:OU862908.1; chromosome 4:OU862909.1; chromosome 5:OU862910.1; chromosome 6:OU862911.1; chromosome 7:OU862912.1; chromosome 8:OU862913.1; chromosome 9:OU862914.1; chromosome 10:OU862915.1; chromosome 11:OU862916.1; chromosome 12:OU862917.1; chromosome 13:OU862918.1; chromosome 14:OU862919.1; chromosome 15:OU862921.1; chromosome 16:OU862922.1; chromosome 17:OU862923.1; chromosome 18:OU862924.1; chromosome 19:OU862925.1; chromosome 20:OU862926.1; chromosome 21:OU862927.1; chromosome 22:OU862928.1; chromosome 23:OU862929.1; chromosome 24:OU862930.1; chromosome 25:OU862931.1; chromosome 26:OU862932.1; chromosome 27:OU862933.1; chromosome 28:OU862934.1; chromosome 29:OU862935.1; chromosome Z:OU862920.1; mitochondrion MT:OU862936.1","CAKJUN01",68,0,"2021-10-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/917/880/885/GCA_917880885.1_iiLimMarm1.1",
"Melinaea menophilus n. ssp. AW-2005","Eukaryota;Animals;Insects","","SAMEA10030773","PRJEB48322","GCA_918358695.1"," Chromosome",496.059,31.7021,"chromosome 1:OU911038.1; chromosome 2:OU911039.1; chromosome 3:OU911040.1; chromosome 4:OU911041.1; chromosome 5:OU911042.1; chromosome 6:OU911043.1; chromosome 7:OU911044.1; chromosome 8:OU911045.1; chromosome 9:OU911046.1; chromosome 10:OU911047.1; chromosome 11:OU911048.1; chromosome 12:OU911049.1; chromosome 13:OU911051.1; chromosome 14:OU911052.1; chromosome 15:OU911053.1; chromosome 16:OU911054.1; chromosome 17:OU911055.1; chromosome 18:OU911056.1; chromosome 19:OU911057.1; chromosome 20:OU911058.1; chromosome W:OU911059.1; chromosome Z:OU911050.1; mitochondrion MT:OU911060.1","CAKKCD01",28,0,"2021-10-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/918/358/695/GCA_918358695.1_ilMelMeno1.1",
"Melinaea marsaeus rileyi","Eukaryota;Animals;Insects","","SAMEA10030772","PRJEB48319","GCA_918358865.1"," Chromosome",503.507,31.6937,"chromosome 1:OU911082.1; chromosome 2:OU911083.1; chromosome 3:OU911084.1; chromosome 4:OU911085.1; chromosome 5:OU911086.1; chromosome 6:OU911087.1; chromosome 7:OU911088.1; chromosome 8:OU911089.1; chromosome 9:OU911090.1; chromosome 10:OU911091.1; chromosome 11:OU911092.1; chromosome 12:OU911093.1; chromosome 13:OU911094.1; chromosome W:OU911096.1; chromosome Z:OU911095.1; mitochondrion MT:OU911097.1","CAKKCF01",23,0,"2021-10-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/918/358/865/GCA_918358865.1_ilMelMars1.1",
"Dolichovespula sylvestris","Eukaryota;Animals;Insects","","SAMEA7746475","PRJEB48682","GCA_918808275.2"," Chromosome",232.602,36.1517,"chromosome 1:OU964961.1; chromosome 2:OU964962.1; chromosome 3:OU964963.1; chromosome 4:OU964964.1; chromosome 5:OU964965.1; chromosome 6:OU964966.1; chromosome 7:OU964967.1; chromosome 8:OU964968.1; chromosome 9:OU964969.1; chromosome 10:OU964970.1; chromosome 11:OU964971.1; chromosome 12:OU964972.1; chromosome 13:OU964973.1; chromosome 14:OU964974.1; chromosome 15:OU964975.1; chromosome 16:OU964976.1; chromosome 17:OU964977.1; chromosome 18:OU964978.1; chromosome 19:OU964979.1; chromosome 20:OU964980.1; chromosome 21:OU964981.1; chromosome 22:OU964982.1; chromosome 23:OU964983.1; chromosome 24:OU964984.1; chromosome 25:OU964985.1; chromosome 26:OU964986.1; mitochondrion MT:OU964987.1","CAKKNJ02",225,0,"2021-11-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/918/808/275/GCA_918808275.2_iyDolSylv1.2",
"Philereme vetulata","Eukaryota;Animals;Insects","","SAMEA7701300","PRJEB48680","GCA_918857605.1"," Chromosome",771.08,38.2541,"chromosome 1:OU975418.1; chromosome 2:OU975419.1; chromosome 3:OU975420.1; chromosome 4:OU975421.1; chromosome 5:OU975422.1; chromosome 6:OU975423.1; chromosome 7:OU975424.1; chromosome 8:OU975425.1; chromosome 9:OU975426.1; chromosome 10:OU975427.1; chromosome 11:OU975428.1; chromosome 12:OU975429.1; chromosome 13:OU975430.1; chromosome 14:OU975431.1; chromosome 15:OU975432.1; chromosome 16:OU975433.1; chromosome 17:OU975434.1; chromosome 18:OU975435.1; chromosome 19:OU975436.1; chromosome 20:OU975437.1; chromosome 21:OU975438.1; chromosome 22:OU975439.1; chromosome 23:OU975440.1; chromosome 24:OU975441.1; chromosome 25:OU975442.1; chromosome 26:OU975443.1; chromosome 27:OU975444.1; chromosome 28:OU975445.1; chromosome 29:OU975446.1; chromosome 30:OU975447.1; chromosome 31:OU975448.1; chromosome 32:OU975449.1; chromosome 33:OU975450.1; chromosome 34:OU975451.1; chromosome 35:OU975452.1; chromosome 36:OU975453.1; chromosome 37:OU975454.1; chromosome 38:OU975455.1; chromosome 39:OU975456.1; chromosome 40:OU975457.1; chromosome 41:OU975458.1; chromosome 42:OU975459.1; chromosome 43:OU975460.1; chromosome 44:OU975461.1; chromosome 45:OU975462.1; chromosome 46:OU975463.1; chromosome 47:OU975464.1; chromosome 48:OU975465.1; chromosome 49:OU975466.1; chromosome 50:OU975467.1; chromosome 51:OU975468.1; chromosome 52:OU975469.1; chromosome 53:OU975470.1; chromosome 54:OU975471.1; chromosome 55:OU975472.1; chromosome 56:OU975473.1; chromosome 57:OU975474.1; chromosome 58:OU975475.1; chromosome 59:OU975476.1; chromosome 60:OU975477.1; chromosome 61:OU975478.1; chromosome 62:OU975479.1; chromosome 63:OU975480.1; chromosome 64:OU975481.1; chromosome 65:OU975482.1; chromosome 66:OU975483.1; chromosome 67:OU975484.1; chromosome Z:OU975417.1; mitochondrion MT:OU975485.1","CAKKOV01",79,0,"2021-11-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/918/857/605/GCA_918857605.1_ilPhiVetu1.1",
"Aplidium turbinatum","Eukaryota;Animals;Other Animals","","SAMEA7536566","PRJEB48675","GCA_918807975.1"," Chromosome",605.508,37.6017,"chromosome 1:OU964918.1; chromosome 2:OU964919.1; chromosome 3:OU964920.1; chromosome 4:OU964921.1; chromosome 5:OU964922.1; chromosome 6:OU964923.1; chromosome 7:OU964924.1; chromosome 8:OU964925.1; chromosome 9:OU964926.1; chromosome 10:OU964927.1; chromosome 11:OU964928.1; chromosome 12:OU964929.1; chromosome 13:OU964930.1; chromosome 14:OU964931.1; chromosome 15:OU964932.1; chromosome 16:OU964933.1; chromosome 17:OU964934.1; chromosome 18:OU964935.1; mitochondrion MT:OU964936.1","CAKKNH01",27,0,"2021-11-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/918/807/975/GCA_918807975.1_kaAplTurb1.1",
"Riparia riparia","Eukaryota;Animals;Birds","SYSb006505","SAMN20845799","PRJNA755835","GCA_020917445.1","Scaffold",1093.16,46.2,,"JAIXNV01",19999,0,"2021-11-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/917/445/GCA_020917445.1_IEE_cmpg_Riparia_riparia_6505",
"Vaccinium darrowii","Eukaryota;Plants;Land Plants","","SAMN18139397","PRJNA706655","GCA_020921065.1"," Chromosome",582.668,38.6407,"chromosome 1:CM037151.1; chromosome 2:CM037152.1; chromosome 3:CM037153.1; chromosome 4:CM037154.1; chromosome 5:CM037155.1; chromosome 6:CM037156.1; chromosome 7:CM037157.1; chromosome 8:CM037158.1; chromosome 9:CM037159.1; chromosome 10:CM037160.1; chromosome 11:CM037161.1; chromosome 12:CM037162.1","JAFMTH01",107,34806,"2021-11-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/921/065/GCA_020921065.1_USDA_Vadar_1.0_pri",
"Notodonta ziczac","Eukaryota;Animals;Insects","","SAMEA7746619","PRJEB48684","GCA_918843915.1"," Chromosome",352.061,38.6122,"chromosome 1:OU974037.1; chromosome 2:OU974039.1; chromosome 3:OU974040.1; chromosome 4:OU974041.1; chromosome 5:OU974042.1; chromosome 6:OU974043.1; chromosome 7:OU974044.1; chromosome 8:OU974045.1; chromosome 9:OU974046.1; chromosome 10:OU974047.1; chromosome 11:OU974048.1; chromosome 12:OU974049.1; chromosome 13:OU974050.1; chromosome 14:OU974051.1; chromosome 15:OU974052.1; chromosome 16:OU974053.1; chromosome 17:OU974054.1; chromosome 18:OU974055.1; chromosome 19:OU974056.1; chromosome 20:OU974057.1; chromosome 21:OU974058.1; chromosome 22:OU974059.1; chromosome 23:OU974060.1; chromosome 24:OU974061.1; chromosome 25:OU974062.1; chromosome 26:OU974063.1; chromosome 27:OU974064.1; chromosome 28:OU974065.1; chromosome 29:OU974066.1; chromosome 30:OU974067.1; chromosome Z:OU974038.1; mitochondrion MT:OU974068.1","CAKKNU01",52,0,"2021-11-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/918/843/915/GCA_918843915.1_ilNotZicz1.1",
"Campomanesia xanthocarpa","Eukaryota;Plants;Land Plants","LOM-2019","SAMN11491736","PRJNA534508","GCA_020975935.1","Scaffold",8.53971,45.4,,"JAJKUD01",5551,0,"2021-11-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/975/935/GCA_020975935.1_ASM2097593v1",
"Sphaerodactylus townsendi","Eukaryota;Animals;Reptiles","TG3544","SAMN20179316","PRJNA746057","GCA_021028975.1"," Chromosome",1818.1,46.0026,"linkage group LG01:CM037614.1; linkage group LG02:CM037615.1; linkage group LG03:CM037616.1; linkage group LG04:CM037617.1; linkage group LG05:CM037618.1; linkage group LG06:CM037619.1; linkage group LG07:CM037620.1; linkage group LG08:CM037621.1; linkage group LG09:CM037622.1; linkage group LG10:CM037623.1; linkage group LG11:CM037624.1; linkage group LG12:CM037625.1; linkage group LG13:CM037626.1; linkage group LG14:CM037627.1; linkage group LG15:CM037628.1; linkage group LG16:CM037629.1; linkage group LG17:CM037630.1","JAHVXK01",1823,29164,"2021-12-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/028/975/GCA_021028975.1_MPM_Stown_v2.2",
"Clusia tigrina","Eukaryota;Animals;Insects","","SAMEA7701567","PRJEB48877","GCA_920105625.1"," Chromosome",1216.4,38.2566,"chromosome 1:OV050030.1; chromosome 2:OV050031.1; chromosome 3:OV050033.1; chromosome X:OV050032.1; chromosome Y:OV050034.1; mitochondrion MT:OV050035.1","CAKKTE01",666,0,"2021-11-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/920/105/625/GCA_920105625.1_idCluTigr1.1",
"Eupeodes latifasciatus","Eukaryota;Animals;Insects","","SAMEA7746776","PRJEB48880","GCA_920104205.1"," Chromosome",846.357,33.5823,"chromosome 1:OV049924.1; chromosome 2:OV049925.1; chromosome 3:OV049926.1; chromosome X:OV049927.1; mitochondrion MT:OV049928.1","CAKKTC01",437,0,"2021-11-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/920/104/205/GCA_920104205.1_idEupLati1.1",
"Plazaster borealis","Eukaryota;Animals;Other Animals","DOK-Pbo1","SAMN22733310","PRJNA776097","GCA_021014325.1"," Chromosome",561.05,38.8921,"chromosome 1:CM037455.1; chromosome 2:CM037456.1; chromosome 3:CM037457.1; chromosome 4:CM037458.1; chromosome 5:CM037459.1; chromosome 6:CM037460.1; chromosome 7:CM037461.1; chromosome 8:CM037462.1; chromosome 9:CM037463.1; chromosome 10:CM037464.1; chromosome 11:CM037465.1; chromosome 12:CM037466.1; chromosome 13:CM037467.1; chromosome 14:CM037468.1; chromosome 15:CM037469.1; chromosome 16:CM037470.1; chromosome 17:CM037471.1; chromosome 18:CM037472.1; chromosome 19:CM037473.1; chromosome 20:CM037474.1; chromosome 21:CM037475.1; chromosome 22:CM037476.1","JAJGQC01",801,0,"2021-11-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/014/325/GCA_021014325.1_ASM2101432v1",
"Talinum fruticosum","Eukaryota;Plants;Land Plants","5.1.7.9.5.10 (a selfed laboratory population)","SAMN16482488","PRJNA659383","GCA_021018815.1","Scaffold",620.372,37.1,,"JAITYX01",344,0,"2021-12-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/018/815/GCA_021018815.1_HHU_Tfru_1.0",
"Seriola aureovittata","Eukaryota;Animals;Fishes","HTS-2021-v1","SAMN20750612","PRJNA754209","GCA_021018895.1"," Chromosome",647.095,40.7887,"chromosome 1:CM037560.1; chromosome 2:CM037561.1; chromosome 3:CM037562.1; chromosome 4:CM037563.1; chromosome 5:CM037564.1; chromosome 6:CM037565.1; chromosome 7:CM037566.1; chromosome 8:CM037567.1; chromosome 9:CM037568.1; chromosome 10:CM037569.1; chromosome 11:CM037570.1; chromosome 12:CM037571.1; chromosome 13:CM037572.1; chromosome 14:CM037573.1; chromosome 15:CM037574.1; chromosome 16:CM037575.1; chromosome 17:CM037576.1; chromosome 18:CM037577.1; chromosome 19:CM037578.1; chromosome 20:CM037579.1; chromosome 21:CM037580.1; chromosome 22:CM037581.1; chromosome 23:CM037582.1; chromosome 24:CM037583.1","JAIQDC01",31,0,"2021-12-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/018/895/GCA_021018895.1_ASM2101889v1",
"Prinia subflava","Eukaryota;Animals;Birds","CZ2003","SAMN20994451","PRJNA758068","GCA_021018805.1"," Chromosome",1123.33,42.6469,"chromosome 1:CM037520.1; chromosome 2:CM037521.1; chromosome 3:CM037522.1; chromosome 4:CM037523.1; chromosome 5:CM037524.1; chromosome 6:CM037525.1; chromosome 7:CM037526.1; chromosome 8:CM037527.1; chromosome 9:CM037528.1; chromosome 10:CM037529.1; chromosome 11:CM037530.1; chromosome 12:CM037531.1; chromosome 13:CM037532.1; chromosome 14:CM037533.1; chromosome 15:CM037534.1; chromosome 16:CM037535.1; chromosome 17:CM037536.1; chromosome 18:CM037537.1; chromosome 19:CM037538.1; chromosome 20:CM037539.1; chromosome 21:CM037540.1; chromosome 22:CM037541.1; chromosome 23:CM037542.1; chromosome 24:CM037543.1; chromosome 25:CM037544.1; chromosome 26:CM037545.1; chromosome 27:CM037546.1; chromosome 28:CM037547.1; chromosome 29:CM037548.1; chromosome 30:CM037549.1; chromosome 31:CM037550.1; chromosome 32:CM037551.1; chromosome 33:CM037552.1; chromosome 34:CM037553.1; chromosome 35:CM037554.1; chromosome 36:CM037555.1; mitochondrion MT:CM037599.1","JAIOWR01",553,0,"2021-12-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/018/805/GCA_021018805.1_Cam_Psub_1.0",
