#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Lactuca sativa","Eukaryota;Plants;Land Plants","","SAMN01730979","PRJNA432228","GCA_002870075.2"," Chromosome",2391.58,38.7113,"chromosome 1:NC_056623.1/CM022518.1; chromosome 2:NC_056624.1/CM022519.1; chromosome 3:NC_056625.1/CM022520.1; chromosome 4:NC_056626.1/CM022521.1; chromosome 5:NC_056627.1/CM022522.1; chromosome 6:NC_056628.1/CM022523.1; chromosome 7:NC_056629.1/CM022524.1; chromosome 8:NC_056630.1/CM022525.1; chromosome 9:NC_056631.1/CM022526.1; mitochondrion MT:NC_042756.1/; chloroplast Pltd:NC_007578.1/","NBSK01",11454,46867,"2018-01-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/870/075/GCA_002870075.2_Lsat_Salinas_v7","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/870/075/GCF_002870075.2_Lsat_Salinas_v7"
"Malus domestica","Eukaryota;Plants;Land Plants","X9273 #13","SAMN05603590","PRJNA534520","GCA_002114115.1"," Chromosome",703.358,39.359,"chromosome 1:NC_041789.1/CM007867.1; chromosome 2:NC_041790.1/CM007868.1; chromosome 3:NC_041791.1/CM007869.1; chromosome 4:NC_041792.1/CM007870.1; chromosome 5:NC_041793.1/CM007871.1; chromosome 6:NC_041794.1/CM007872.1; chromosome 7:NC_041795.1/CM007873.1; chromosome 8:NC_041796.1/CM007874.1; chromosome 9:NC_041797.1/CM007875.1; chromosome 10:NC_041798.1/CM007876.1; chromosome 11:NC_041799.1/CM007877.1; chromosome 12:NC_041800.1/CM007878.1; chromosome 13:NC_041801.1/CM007879.1; chromosome 14:NC_041802.1/CM007880.1; chromosome 15:NC_041803.1/CM007881.1; chromosome 16:NC_041804.1/CM007882.1; chromosome 17:NC_041805.1/CM007883.1; mitochondrion MT:NC_018554.1/","MJAX01",807,52039,"2017-04-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/114/115/GCA_002114115.1_ASM211411v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/114/115/GCF_002114115.1_ASM211411v1"
"Ostreococcus tauri","Eukaryota;Plants;Green Algae","RCC4221","SAMEA3138397","PRJNA12912","GCA_000214015.2"," Chromosome",13.0328,59.1984,"chromosome 1:NC_014426.2/CAID01000001.2; chromosome 2:NC_014427.2/CAID01000002.2; chromosome 3:NC_014428.2/CAID01000003.2; chromosome 4:NC_014429.2/CAID01000004.2; chromosome 5:NC_014430.2/CAID01000005.2; chromosome 6:NC_014431.2/CAID01000006.2; chromosome 7:NC_014432.2/CAID01000007.2; chromosome 8:NC_014433.2/CAID01000008.2; chromosome 9:NC_014434.2/CAID01000009.2; chromosome 10:NC_014435.2/CAID01000010.2; chromosome 11:NC_014436.2/CAID01000011.2; chromosome 12:NC_014437.2/CAID01000012.2; chromosome 13:NC_014438.2/CAID01000013.2; chromosome 14:NC_014439.2/CAID01000014.2; chromosome 15:NC_014440.2/CAID01000015.2; chromosome 16:NC_014441.2/CAID01000016.2; chromosome 17:NC_014442.2/CAID01000017.2; chromosome 18:NC_014443.2/CAID01000018.2; chromosome 19:NC_014444.2/CAID01000019.2; chromosome 20:NC_014445.2/CAID01000020.2; mitochondrion MT:NC_008290.1/; chloroplast Pltd:NC_008289.1/","CAID01",22,7766,"2010-10-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/015/GCA_000214015.2_version_140606","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/015/GCF_000214015.3_version_140606"
"Phaseolus vulgaris","Eukaryota;Plants;Land Plants","","SAMN02981484","PRJNA41439","GCA_000499845.1"," Chromosome",521.077,36.2199,"chromosome 1:NC_023759.1/CM002288.1; chromosome 2:NC_023758.1/CM002289.1; chromosome 3:NC_023757.1/CM002290.1; chromosome 4:NC_023756.1/CM002291.1; chromosome 5:NC_023755.1/CM002292.1; chromosome 6:NC_023754.1/CM002293.1; chromosome 7:NC_023753.1/CM002294.1; chromosome 8:NC_023752.1/CM002295.1; chromosome 9:NC_023751.1/CM002296.1; chromosome 10:NC_023750.1/CM002297.1; chromosome 11:NC_023749.1/CM002298.1","ANNZ01",708,32720,"2013-11-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/845/GCA_000499845.1_PhaVulg1_0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/845/GCF_000499845.1_PhaVulg1_0"
"Physcomitrium patens","Eukaryota;Plants;Land Plants","","SAMN00120126","PRJNA13064","GCA_000002425.2"," Chromosome",472.081,33.8892,"chromosome 1:NC_037253.1/CM009316.1; chromosome 2:NC_037254.1/CM009317.1; chromosome 3:NC_037255.1/CM009318.1; chromosome 4:NC_037256.1/CM009319.1; chromosome 5:NC_037257.1/CM009320.1; chromosome 6:NC_037258.1/CM009321.1; chromosome 7:NC_037259.1/CM009322.1; chromosome 8:NC_037260.1/CM009323.1; chromosome 9:NC_037261.1/CM009324.1; chromosome 10:NC_037262.1/CM009325.1; chromosome 11:NC_037263.1/CM009326.1; chromosome 12:NC_037264.1/CM009327.1; chromosome 13:NC_037265.1/CM009328.1; chromosome 14:NC_037266.1/CM009329.1; chromosome 15:NC_037267.1/CM009330.1; chromosome 16:NC_037268.1/CM009331.1; chromosome 17:NC_037269.1/CM009332.1; chromosome 18:NC_037270.1/CM009333.1; chromosome 19:NC_037271.1/CM009334.1; chromosome 20:NC_037272.1/CM009335.1; chromosome 21:NC_037273.1/CM009336.1; chromosome 22:NC_037274.1/CM009337.1; chromosome 23:NC_037275.1/CM009338.1; chromosome 24:NC_037276.1/CM009339.1; chromosome 25:NC_037277.1/CM009340.1; chromosome 26:NC_037278.1/CM009341.1; chromosome 27:NC_037279.1/CM009342.1; mitochondrion MT:NC_007945.1/; chloroplast Pltd:NC_005087.1/","ABEU02",359,48022,"2007-11-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/425/GCA_000002425.2_Phypa_V3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/425/GCF_000002425.4_Phypa_V3"
"Prunus persica","Eukaryota;Plants;Land Plants","","SAMN02981429","PRJNA31227","GCA_000346465.2"," Chromosome",227.569,37.6659,"chromosome G1:NC_034009.1/CM007651.1; chromosome G2:NC_034010.1/CM007652.1; chromosome G3:NC_034011.1/CM007653.1; chromosome G4:NC_034012.1/CM007654.1; chromosome G5:NC_034013.1/CM007655.1; chromosome G6:NC_034014.1/CM007656.1; chromosome G7:NC_034015.1/CM007657.1; chromosome G8:NC_034016.1/CM007658.1; chloroplast Pltd:NC_014697.1/","AKXU02",192,32595,"2013-03-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/346/465/GCA_000346465.2_Prunus_persica_NCBIv2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/465/GCF_000346465.2_Prunus_persica_NCBIv2"
"Saccharum officinarum","Eukaryota;Plants;Land Plants","","SAMN20080868","PRJNA744175","GCA_020631735.1"," Chromosome",6804.89,44.5812,"chromosome A01:CM036152.1; chromosome B01:CM036153.1; chromosome C01:CM036154.1; chromosome D01:CM036155.1; chromosome E01:CM036156.1; chromosome F01:CM036157.1; chromosome G01:CM036158.1; chromosome H01:CM036159.1; chromosome A02:CM036160.1; chromosome B02:CM036161.1; chromosome C02:CM036162.1; chromosome D02:CM036163.1; chromosome E02:CM036164.1; chromosome F02:CM036165.1; chromosome G02:CM036166.1; chromosome H02:CM036167.1; chromosome A03:CM036168.1; chromosome B03:CM036169.1; chromosome C03:CM036170.1; chromosome D03:CM036171.1; chromosome E03:CM036172.1; chromosome F03:CM036173.1; chromosome G03:CM036174.1; chromosome H03:CM036175.1; chromosome A04:CM036176.1; chromosome B04:CM036177.1; chromosome C04:CM036178.1; chromosome D04:CM036179.1; chromosome E04:CM036180.1; chromosome F04:CM036181.1; chromosome G04:CM036182.1; chromosome H04:CM036183.1; chromosome A05:CM036184.1; chromosome B05:CM036185.1; chromosome C05:CM036186.1; chromosome D05:CM036187.1; chromosome E05:CM036188.1; chromosome F05:CM036189.1; chromosome G05:CM036190.1; chromosome H05:CM036191.1; chromosome A06:CM036192.1; chromosome B06:CM036193.1; chromosome C06:CM036194.1; chromosome D06:CM036195.1; chromosome E06:CM036196.1; chromosome F06:CM036197.1; chromosome G06:CM036198.1; chromosome H06:CM036199.1; chromosome A07:CM036200.1; chromosome B07:CM036201.1; chromosome C07:CM036202.1; chromosome D07:CM036203.1; chromosome E07:CM036204.1; chromosome F07:CM036205.1; chromosome G07:CM036206.1; chromosome H07:CM036207.1; chromosome A08:CM036208.1; chromosome B08:CM036209.1; chromosome C08:CM036210.1; chromosome D08:CM036211.1; chromosome E08:CM036212.1; chromosome F08:CM036213.1; chromosome G08:CM036214.1; chromosome H08:CM036215.1; chromosome A09:CM036216.1; chromosome B09:CM036217.1; chromosome C09:CM036218.1; chromosome D09:CM036219.1; chromosome E09:CM036220.1; chromosome F09:CM036221.1; chromosome G09:CM036222.1; chromosome H09:CM036223.1; chromosome A10:CM036224.1; chromosome B10:CM036225.1; chromosome C10:CM036226.1; chromosome D10:CM036227.1; chromosome E10:CM036228.1; chromosome F10:CM036229.1; chromosome G10:CM036230.1; chromosome H10:CM036231.1","JAIWYO01",9617,0,"2021-10-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/631/735/GCA_020631735.1_ASM2063173v1",
"Secale cereale","Eukaryota;Plants;Land Plants","","SAMN16551289","PRJNA671783","GCA_016097815.1"," Chromosome",7735.06,45.9013,"chromosome 1R:CM027771.1; chromosome 2R:CM027772.1; chromosome 3R:CM027773.1; chromosome 4R:CM027774.1; chromosome 5R:CM027775.1; chromosome 6R:CM027776.1; chromosome 7R:CM027777.1","JADQCU01",24099,0,"2020-12-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/097/815/GCA_016097815.1_HAU_Weining_v1.0",
"Solanum tuberosum","Eukaryota;Plants;Land Plants","","SAMN02981305","PRJNA63145","GCA_000226075.1","Scaffold",705.934,35.6005,"chloroplast Pltd:NC_008096.2/","AEWC01",14854,37966,"2011-05-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/075/GCA_000226075.1_SolTub_3.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/226/075/GCF_000226075.1_SolTub_3.0"
"Vitis vinifera","Eukaryota;Plants;Land Plants","","SAMEA2272750","PRJEA18785","GCA_000003745.2"," Chromosome",486.197,35.0336,"chromosome 1:NC_012007.3/FN597015.1; chromosome 2:NC_012008.3/FN597017.1; chromosome 3:NC_012009.3/FN597018.1; chromosome 4:NC_012010.3/FN597020.1; chromosome 5:NC_012011.3/FN597022.1; chromosome 6:NC_012012.3/FN597024.1; chromosome 7:NC_012013.3/FN597025.1; chromosome 8:NC_012014.3/FN597027.1; chromosome 9:NC_012015.3/FN597028.1; chromosome 10:NC_012016.3/FN597030.1; chromosome 11:NC_012017.3/FN597032.1; chromosome 12:NC_012018.3/FN597034.1; chromosome 13:NC_012019.3/FN597036.1; chromosome 14:NC_012020.3/FN597038.1; chromosome 15:NC_012021.3/FN597039.1; chromosome 16:NC_012022.3/FN597040.1; chromosome 17:NC_012023.3/FN597042.1; chromosome 18:NC_012024.3/FN597044.1; chromosome 19:NC_012025.3/FN597046.1; mitochondrion MT:NC_012119.1/; chloroplast Pltd:NC_007957.1/","CAAP03",2061,41208,"2007-02-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/745/GCA_000003745.2_12X","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/003/745/GCF_000003745.3_12X"
"Ostreococcus lucimarinus CCE9901","Eukaryota;Plants;Green Algae","CCE9901","SAMN03081420","PRJNA13044","GCA_000092065.1","Complete",13.2049,60.4431,"chromosome 1:NC_009355.1/CP000581.1; chromosome 2:NC_009356.1/CP000582.1; chromosome 3:NC_009357.1/CP000583.1; chromosome 4:NC_009358.1/CP000584.1; chromosome 5:NC_009359.1/CP000585.1; chromosome 6:NC_009360.1/CP000586.1; chromosome 7:NC_009361.1/CP000587.1; chromosome 8:NC_009362.1/CP000588.1; chromosome 9:NC_009363.1/CP000589.1; chromosome 10:NC_009364.1/CP000590.1; chromosome 11:NC_009365.1/CP000591.1; chromosome 12:NC_009366.1/CP000592.1; chromosome 13:NC_009367.1/CP000593.1; chromosome 14:NC_009368.1/CP000594.1; chromosome 15:NC_009369.1/CP000595.1; chromosome 16:NC_009370.1/CP000596.1; chromosome 17:NC_009371.1/CP000597.1; chromosome 18:NC_009372.1/CP000598.1; chromosome 19:NC_009373.1/CP000599.1; chromosome 20:NC_009374.1/CP000600.1; chromosome 21:NC_009375.1/CP000601.1",,21,7603,"2007-04-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/065/GCA_000092065.1_ASM9206v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/065/GCF_000092065.1_ASM9206v1"
"Selaginella moellendorffii","Eukaryota;Plants;Land Plants","","SAMN02981255","PRJNA13078","GCA_000143415.2","Scaffold",212.315,45.3,,"ADFJ01",757,45247,"2010-06-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/415/GCA_000143415.2_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/415/GCF_000143415.4_v1.0"
"Volvox carteri f. nagariensis","Eukaryota;Plants;Green Algae","Eve","SAMN02953753","PRJNA13109","GCA_000143455.1","Scaffold",137.684,55.3,,"ACJH01",1251,14436,"2010-07-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/455/GCA_000143455.1_v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/455/GCF_000143455.1_v1.0"
"Nicotiana tabacum","Eukaryota;Plants;Land Plants","","SAMN02316627","PRJNA319578","GCA_000715135.1","Scaffold",3643.47,39.2006,"mitochondrion MT:NC_006581.1/; plastid Pltd:NC_001879.2/","AYMY01",168247,84255,"2014-05-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/715/135/GCA_000715135.1_Ntab-TN90","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/715/135/GCF_000715135.1_Ntab-TN90"
"Manihot esculenta","Eukaryota;Plants;Land Plants","","SAMN04116956","PRJNA394209","GCA_001659605.2"," Chromosome",640.431,37.5651,"chromosome 1:NC_035161.2/CM004387.2; chromosome 2:NC_035162.2/CM004388.2; chromosome 3:NC_035163.2/CM004389.2; chromosome 4:NC_035164.2/CM004390.2; chromosome 5:NC_035165.2/CM004391.2; chromosome 6:NC_035166.2/CM004392.2; chromosome 7:NC_035167.2/CM004393.2; chromosome 8:NC_035168.2/CM004394.2; chromosome 9:NC_035169.2/CM004395.2; chromosome 10:NC_035170.2/CM004396.2; chromosome 11:NC_035171.2/CM004397.2; chromosome 12:NC_035172.2/CM004398.2; chromosome 13:NC_035173.2/CM004399.2; chromosome 14:NC_035174.2/CM004400.2; chromosome 15:NC_035175.2/CM004401.2; chromosome 16:NC_035176.2/CM004402.2; chromosome 17:NC_035177.2/CM004403.2; chromosome 18:NC_035178.2/CM004404.2; mitochondrion MT:NC_045136.1/; chloroplast Pltd:NC_010433.1/","LTYI02",104,49290,"2016-06-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/605/GCA_001659605.2_M.esculenta_v8","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/605/GCF_001659605.2_M.esculenta_v8"
"Oryza rufipogon","Eukaryota;Plants;Land Plants","","SAMN04320549","PRJNA305217","GCA_001551805.1","Contig",384.518,43.9,,"LONB01",2582,0,"2016-02-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/551/805/GCA_001551805.1_ASM155180v1",
"Oryza glaberrima","Eukaryota;Plants;Land Plants","","SAMN02981267","PRJNA13765","GCA_000147395.3"," Chromosome",347.321,42.8725,"chromosome 1:CM029708.1; chromosome 2:CM029709.1; chromosome 3:CM029710.1; chromosome 4:CM029711.1; chromosome 5:CM029712.1; chromosome 6:CM029713.1; chromosome 7:CM029714.1; chromosome 8:CM029715.1; chromosome 9:CM029716.1; chromosome 10:CM029717.1; chromosome 11:CM029718.1; chromosome 12:CM029719.1","ADWL02",72,0,"2010-07-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/395/GCA_000147395.3_OglaRS2",
"Lolium perenne","Eukaryota;Plants;Land Plants","Kyuss_39","SAMN17257337","PRJNA690687","GCA_019359855.1"," Chromosome",2277.55,44.3065,"chromosome 1:CM033332.1; chromosome 2:CM033333.1; chromosome 3:CM033334.1; chromosome 4:CM033335.1; chromosome 5:CM033336.1; chromosome 6:CM033337.1; chromosome 7:CM033338.1","JAEVFB01",1697,0,"2021-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/359/855/GCA_019359855.1_MPB_Lper_Kyuss_1697",
"Arabidopsis lyrata subsp. lyrata","Eukaryota;Plants;Land Plants","","SAMN02981250","PRJNA41137","GCA_000004255.1","Scaffold",206.823,37.5991,"chloroplast Pltd:NC_034379.1/","ADBK01",696,39161,"2009-11-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/004/255/GCA_000004255.1_v.1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/255/GCF_000004255.2_v.1.0"
"Erythranthe guttata","Eukaryota;Plants;Land Plants","","SAMN02742818","PRJNA13880","GCA_000504015.1","Scaffold",322.167,36.3144,"mitochondrion MT:NC_018041.1/","APLE01",2212,31861,"2013-12-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/504/015/GCA_000504015.1_Mimgu1_0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/504/015/GCF_000504015.1_Mimgu1_0"
"Capsella rubella","Eukaryota;Plants;Land Plants","","SAMN02981483","PRJNA13878","GCA_000375325.1","Scaffold",133.064,35.9,,"ANNY01",773,34126,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/375/325/GCA_000375325.1_Caprub1_0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/375/325/GCF_000375325.1_Caprub1_0"
"Micromonas pusilla CCMP1545","Eukaryota;Plants;Green Algae","CCMP1545","SAMN02953743","PRJNA15678","GCA_000151265.1","Scaffold",21.9583,65.7,,"ACCP01",21,10242,"2009-04-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/265/GCA_000151265.1_Micromonas_pusilla_CCMP1545_v2.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/265/GCF_000151265.2_Micromonas_pusilla_CCMP1545_v2.0"
"Hevea brasiliensis","Eukaryota;Plants;Land Plants","","SAMN04451765","PRJNA394253","GCA_001654055.1","Scaffold",1373.53,35.7,"chloroplast Pltd:NC_015308.1/","LVXX01",7453,58062,"2016-06-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/654/055/GCA_001654055.1_ASM165405v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/654/055/GCF_001654055.1_ASM165405v1"
"Carica papaya","Eukaryota;Plants;Land Plants","","SAMN02953710","PRJNA20267","GCA_000150535.1","Scaffold",370.419,39.0069,"mitochondrion MT:NC_012116.1/; chloroplast Pltd:NC_010323.1/","ABIM01",17766,26103,"2008-04-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/535/GCA_000150535.1_Papaya1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/150/535/GCF_000150535.2_Papaya1.0"
"Theobroma cacao","Eukaryota;Plants;Land Plants","","SAMEA4028428","PRJEB14326","GCA_000208745.2"," Chromosome",324.88,34.9922,"chromosome 1:NC_030850.1/LT594788.1; chromosome 2:NC_030851.1/LT594789.1; chromosome 3:NC_030852.1/LT594790.1; chromosome 4:NC_030853.1/LT594791.1; chromosome 5:NC_030854.1/LT594792.1; chromosome 6:NC_030855.1/LT594793.1; chromosome 7:NC_030856.1/LT594794.1; chromosome 8:NC_030857.1/LT594795.1; chromosome 9:NC_030858.1/LT594796.1; chromosome 10:NC_030859.1/LT594797.1; chloroplast Pltd:NC_014676.2/","FLSQ01",431,30854,"2016-07-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/208/745/GCA_000208745.2_Criollo_cocoa_genome_V2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/208/745/GCF_000208745.1_Criollo_cocoa_genome_V2"
"Ricinus communis","Eukaryota;Plants;Land Plants","","SAMN02953659","PRJNA16585","GCA_000151685.2","Scaffold",350.622,34.4006,"chloroplast Pltd:NC_016736.1/JF937588.1","AASG02",25763,28584,"2006-07-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/685/GCA_000151685.2_JCVI_RCG_1.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/685/GCF_000151685.1_JCVI_RCG_1.1"
"Panicum virgatum","Eukaryota;Plants;Land Plants","AP13","SAMN00760928","PRJNA40657","GCA_016808335.1"," Chromosome",1130,46.8007,"chromosome 1K:NC_053136.1/CM029037.1; chromosome 2K:NC_053137.1/CM029039.1; chromosome 3K:NC_053138.1/CM029041.1; chromosome 4K:NC_053139.1/CM029043.1; chromosome 5K:NC_053140.1/CM029045.1; chromosome 6K:NC_053141.1/CM029047.1; chromosome 7K:NC_053142.1/CM029049.1; chromosome 8K:NC_053143.1/CM029051.1; chromosome 9K:NC_053144.1/CM029053.1; chromosome 1N:NC_053145.1/CM029038.1; chromosome 2N:NC_053146.1/CM029040.1; chromosome 3N:NC_053147.1/CM029042.1; chromosome 4N:NC_053148.1/CM029044.1; chromosome 5N:NC_053149.1/CM029046.1; chromosome 6N:NC_053150.1/CM029048.1; chromosome 7N:NC_053151.1/CM029050.1; chromosome 8N:NC_053152.1/CM029052.1; chromosome 9N:NC_053153.1/CM029054.1; chloroplast Pltd:NC_015990.1/","JABWAI01",1090,84836,"2020-10-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/808/335/GCA_016808335.1_P.virgatum_v5","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/808/335/GCF_016808335.1_P.virgatum_v5"
"Vigna radiata var. radiata","Eukaryota;Plants;Land Plants","","SAMN02720863","PRJNA301363","GCA_000741045.2"," Chromosome",463.638,34.3983,"chromosome 1:NC_028351.1/CM003504.1; chromosome 2:NC_028352.1/CM003505.1; chromosome 3:NC_028353.1/CM003506.1; chromosome 4:NC_028354.1/CM003507.1; chromosome 5:NC_028355.1/CM003508.1; chromosome 6:NC_028356.1/CM003509.1; chromosome 7:NC_028357.1/CM003510.1; chromosome 8:NC_028358.1/CM003511.1; chromosome 9:NC_028359.1/CM003512.1; chromosome 10:NC_028360.1/CM003513.1; chromosome 11:NC_028361.1/CM003514.1; mitochondrion MT:NC_015121.1/; chloroplast Pltd:NC_013843.1/","JJMO01",2499,42284,"2014-08-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/741/045/GCA_000741045.2_Vradiata_ver6","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/741/045/GCF_000741045.1_Vradiata_ver6"
"Chlorella variabilis","Eukaryota;Plants;Green Algae","NC64A","SAMN02744065","PRJNA45853","GCA_000147415.1","Scaffold",46.1595,65.5,,"ADIC01",414,9780,"2010-08-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/415/GCA_000147415.1_v_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/415/GCF_000147415.1_v_1.0"
"Brachypodium distachyon","Eukaryota;Plants;Land Plants","Bd21","SAMN02981254","PRJNA32607","GCA_000005505.4"," Chromosome",271.299,46.4183,"chromosome 1:NC_016131.3/CM000880.3; chromosome 2:NC_016132.3/CM000881.3; chromosome 3:NC_016133.3/CM000882.3; chromosome 4:NC_016134.3/CM000883.3; chromosome 5:NC_016135.3/CM000884.3; chloroplast Pltd:NC_011032.1/","ADDN03",15,37892,"2010-02-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/005/505/GCA_000005505.4_Brachypodium_distachyon_v3.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/505/GCF_000005505.3_Brachypodium_distachyon_v3.0"
"Chlorella vulgaris","Eukaryota;Plants;Green Algae","NJ-7","SAMN11534441","PRJNA542208","GCA_009720205.1","Scaffold",39.0804,59.2,,"VATV01",753,0,"2019-11-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/720/205/GCA_009720205.1_ASM972020v1",
"Daucus carota subsp. sativus","Eukaryota;Plants;Land Plants","","SAMN03216637","PRJNA326436","GCA_001625215.1"," Chromosome",421.539,36.0427,"chromosome 1:NC_030381.1/CM004278.1; chromosome 2:NC_030382.1/CM004279.1; chromosome 3:NC_030383.1/CM004280.1; chromosome 4:NC_030384.1/CM004281.1; chromosome 5:NC_030385.1/CM004282.1; chromosome 6:NC_030386.1/CM004283.1; chromosome 7:NC_030387.1/CM004284.1; chromosome 8:NC_030388.1/CM004285.1; chromosome 9:NC_030389.1/CM004286.1; mitochondrion MT:NC_017855.1/; chloroplast Pltd:NC_008325.1/CM004358.1","LNRQ01",4826,44655,"2016-04-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/625/215/GCA_001625215.1_ASM162521v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/625/215/GCF_001625215.1_ASM162521v1"
"Jatropha curcas","Eukaryota;Plants;Land Plants","ELGS0001-1231","SAMN15963826","PRJNA673911","GCA_014843425.1","Scaffold",266.964,33.5012,"chloroplast Pltd:NC_012224.1/","JACVEQ01",1232,29586,"2020-10-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/843/425/GCA_014843425.1_RJC1_Hi-C","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/843/425/GCF_014843425.1_RJC1_Hi-C"
