TaxID,Superkingdom,Phylum,Family,Genus,Species,Strain,BioProject,BioSample,Genome.id,Assembly,Mitochondrion.id,Scaffolds,Genome.size,Genome.GC,Genome.CDS,Mitochondrion.size,Mitochondrion.GC,Mitochondrion.CDS,size.ratio,GenBank.FTP
195615,Eukaryota,Chordata,Pleuronectidae,Hippoglossus,Hippoglossus stenolepis,PH-IPHC-18,PRJNA642014,SAMN14503176,chromosome 1:NC_048927.1/CM023496.1; chromosome 2:NC_048928.1/CM023497.1; chromosome 3:NC_048929.1/CM023498.1; chromosome 4:NC_048930.1/CM023499.1; chromosome 5:NC_048931.1/CM023500.1; chromosome 6:NC_048932.1/CM023501.1; chromosome 7:NC_048933.1/CM023502.1; chromosome 8:NC_048934.1/CM023503.1; chromosome 9:NC_048935.1/CM023504.1; chromosome 10:NC_048936.1/CM023505.1; chromosome 11:NC_048937.1/CM023506.1; chromosome 12:NC_048938.1/CM023507.1; chromosome 13:NC_048939.1/CM023508.1; chromosome 14:NC_048940.1/CM023509.1; chromosome 15:NC_048941.1/CM023510.1; chromosome 16:NC_048942.1/CM023511.1; chromosome 17:NC_048943.1/CM023512.1; chromosome 18:NC_048944.1/CM023513.1; chromosome 19:NC_048945.1/CM023514.1; chromosome 20:NC_048946.1/CM023515.1; chromosome 21:NC_048947.1/CM023516.1; chromosome 22:NC_048948.1/CM023517.1; chromosome 23:NC_048949.1/CM023518.1; chromosome 24:NC_048950.1/CM023519.1; mitochondrion MT:NC_009710.1/,GCA_013339905.1,MT:NC_009710.1/,120,594.145,42.2435,43966,0.017841,45.7149,13,33302.22521,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/339/905/GCA_013339905.1_IPHC_HiSten_1.0
8869,Eukaryota,Chordata,Anatidae,Cygnus,Cygnus olor,bCygOlo1,PRJNA642912,SAMN12621369,chromosome 1:NC_049169.1/CM020065.2; chromosome 2:NC_049170.1/CM020066.2; chromosome 3:NC_049171.1/CM020067.2; chromosome 4:NC_049172.1/CM020068.2; chromosome 5:NC_049173.1/CM020069.2; chromosome 6:NC_049174.1/CM020070.2; chromosome 7:NC_049175.1/CM020071.2; chromosome 8:NC_049176.1/CM020072.2; chromosome 9:NC_049177.1/CM020073.2; chromosome 10:NC_049178.1/CM020074.2; chromosome 11:NC_049179.1/CM020075.2; chromosome 12:NC_049180.1/CM020076.2; chromosome 13:NC_049181.1/CM020077.2; chromosome 14:NC_049182.1/CM020078.2; chromosome 15:NC_049183.1/CM020079.2; chromosome 16:NC_049184.1/CM020080.2; chromosome 17:NC_049185.1/CM020081.2; chromosome 18:NC_049186.1/CM020082.2; chromosome 19:NC_049187.1/CM020083.2; chromosome 20:NC_049188.1/CM020084.2; chromosome 21:NC_049189.1/CM020085.2; chromosome 22:NC_049190.1/CM020086.2; chromosome 23:NC_049191.1/CM020087.2; chromosome 24:NC_049192.1/CM020088.2; chromosome 25:NC_049193.1/CM020089.2; chromosome 26:NC_049194.1/CM020090.2; chromosome 27:NC_049195.1/CM020091.2; chromosome 28:NC_049196.1/CM020092.2; chromosome 29:NC_049197.1/CM020093.2; chromosome 30:NC_054087.1/CM030310.1; chromosome 31:NC_054088.1/CM030311.1; chromosome 32:NC_054089.1/CM030312.1; chromosome 33:NC_054090.1/CM030313.1; chromosome 34:NC_054091.1/CM030314.1; chromosome Z:NC_049198.1/CM020094.2; chromosome W:NC_049199.1/CM020095.2; mitochondrion MT:NC_027096.1/CM020139.1,GCA_009769625.2,MT:NC_027096.1/CM020139.1,171,1134.19,41.9886,47794,0.016739,47.7687,13,67757.33317,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/769/625/GCA_009769625.2_bCygOlo1.pri.v2
7936,Eukaryota,Chordata,Anguillidae,Anguilla,Anguilla anguilla,fAngAng1,PRJNA643263,SAMN12623627,chromosome 1:NC_049201.1/CM023565.1; chromosome 2:NC_049202.1/CM023566.1; chromosome 3:NC_049203.1/CM023567.1; chromosome 4:NC_049204.1/CM023568.1; chromosome 5:NC_049205.1/CM023569.1; chromosome 6:NC_049206.1/CM023570.1; chromosome 7:NC_049207.1/CM023571.1; chromosome 8:NC_049208.1/CM023572.1; chromosome 9:NC_049209.1/CM023573.1; chromosome 10:NC_049210.1/CM023574.1; chromosome 11:NC_049211.1/CM023575.1; chromosome 12:NC_049212.1/CM023576.1; chromosome 13:NC_049213.1/CM023577.1; chromosome 14:NC_049214.1/CM023578.1; chromosome 15:NC_049215.1/CM023579.1; chromosome 16:NC_049216.1/CM023580.1; chromosome 17:NC_049217.1/CM023581.1; chromosome 18:NC_049218.1/CM023582.1; chromosome 19:NC_049219.1/CM023583.1; mitochondrion MT:NC_006531.1/,GCA_013347855.1,MT:NC_006531.1/,54,979.046,43.6575,58091,0.016683,41.1677,13,58685.24846,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/347/855/GCA_013347855.1_fAngAng1.pri
8868,Eukaryota,Chordata,Anatidae,Cygnus,Cygnus atratus,AKBS03,PRJNA646059,SAMN15332785,mitochondrion MT:NC_012843.1/,GCA_013377495.1,MT:NC_012843.1/,396,1122.28,41.9001,35979,0.016748,48.2804,13,67009.79221,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/377/495/GCA_013377495.1_Cygnus_atratus_primary_v1.0
52904,Eukaryota,Chordata,Scophthalmidae,Scophthalmus,Scophthalmus maximus,AOZZmale01,PRJNA646484,SAMN14896287,chromosome 1:NC_049688.1/CM023543.1; chromosome 2:NC_049689.1/CM023544.1; chromosome 3:NC_049690.1/CM023545.1; chromosome 4:NC_049691.1/CM023546.1; chromosome 5:NC_049692.1/CM023547.1; chromosome 6:NC_049693.1/CM023548.1; chromosome 7:NC_049694.1/CM023549.1; chromosome 8:NC_049695.1/CM023550.1; chromosome 9:NC_049696.1/CM023551.1; chromosome 10:NC_049697.1/CM023552.1; chromosome 11:NC_049698.1/CM023553.1; chromosome 12:NC_049699.1/CM023554.1; chromosome 13:NC_049700.1/CM023555.1; chromosome 14:NC_049701.1/CM023556.1; chromosome 15:NC_049702.1/CM023557.1; chromosome 16:NC_049703.1/CM023558.1; chromosome 17:NC_049704.1/CM023559.1; chromosome 18:NC_049705.1/CM023560.1; chromosome 19:NC_049706.1/CM023561.1; chromosome 20:NC_049707.1/CM023562.1; chromosome 21:NC_049708.1/CM023563.1; chromosome 22:NC_049709.1/CM023564.1; mitochondrion MT:NC_013183.1/,GCA_013347765.1,MT:NC_013183.1/,127,556.697,43.3824,48121,0.017583,44.2245,13,31661.0931,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/347/765/GCA_013347765.1_ASM1334776v1
7108,Eukaryota,Arthropoda,Noctuidae,Spodoptera,Spodoptera frugiperda,Faw-zju,PRJNA647344,SAMN13324450,chromosome 1:NC_049710.1/CM021665.1; chromosome 2:NC_049711.1/CM021666.1; chromosome 3:NC_049712.1/CM021667.1; chromosome 4:NC_049713.1/CM021668.1; chromosome 5:NC_049714.1/CM021669.1; chromosome 6:NC_049715.1/CM021670.1; chromosome 7:NC_049716.1/CM021671.1; chromosome 8:NC_049717.1/CM021672.1; chromosome 9:NC_049718.1/CM021673.1; chromosome 10:NC_049719.1/CM021674.1; chromosome 11:NC_049720.1/CM021675.1; chromosome 12:NC_049721.1/CM021676.1; chromosome 13:NC_049722.1/CM021677.1; chromosome 14:NC_049723.1/CM021678.1; chromosome 15:NC_049724.1/CM021679.1; chromosome 16:NC_049725.1/CM021680.1; chromosome 17:NC_049726.1/CM021681.1; chromosome 18:NC_049727.1/CM021682.1; chromosome 19:NC_049728.1/CM021683.1; chromosome 20:NC_049729.1/CM021684.1; chromosome 21:NC_049730.1/CM021685.1; chromosome 22:NC_049731.1/CM021686.1; chromosome 23:NC_049732.1/CM021687.1; chromosome 24:NC_049733.1/CM021688.1; chromosome 25:NC_049734.1/CM021689.1; chromosome 26:NC_049735.1/CM021690.1; chromosome 27:NC_049736.1/CM021691.1; chromosome 28:NC_049737.1/CM021692.1; chromosome 29:NC_049738.1/CM021693.1; chromosome 30:NC_049739.1/CM021694.1; chromosome 31:NC_049740.1/CM021695.1; chromosome 32:NC_049741.1/CM021696.1; mitochondrion MT:NC_027836.1/,GCA_011064685.1,MT:NC_027836.1/,92,486.287,36.4252,30907,0.015365,18.9131,13,31649.00748,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/064/685/GCA_011064685.1_ZJU_Sfru_1.0
34816,Eukaryota,Chordata,Moronidae,Morone,Morone saxatilis,NCDOM2014,PRJNA647910,SAMN11399929,mitochondrion MT:NC_014353.1/,GCA_004916995.1,MT:NC_014353.1/,630,598.127,40.3001,30912,0.01758,44.8919,13,34023.15131,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/916/995/GCA_004916995.1_NCSU_SB_2.0
8018,Eukaryota,Chordata,Salmonidae,Oncorhynchus,Oncorhynchus keta,Oke142-1_Chum_Gynogen,PRJNA655759,SAMN12367893,linkage group LG1:NC_050106.1/CM022907.1; linkage group LG2:NC_050107.1/CM022908.1; linkage group LG3:NC_050108.1/CM022909.1; linkage group LG4:NC_050109.1/CM022910.1; linkage group LG5:NC_050110.1/CM022911.1; linkage group LG6:NC_050111.1/CM022912.1; linkage group LG7:NC_050112.1/CM022913.1; linkage group LG8:NC_050113.1/CM022914.1; linkage group LG9:NC_050114.1/CM022915.1; linkage group LG10:NC_050115.1/CM022916.1; linkage group LG11:NC_050116.1/CM022917.1; linkage group LG12:NC_050117.1/CM022918.1; linkage group LG13:NC_050118.1/CM022919.1; linkage group LG14:NC_050119.1/CM022920.1; linkage group LG15:NC_050120.1/CM022921.1; linkage group LG16:NC_050121.1/CM022922.1; linkage group LG17:NC_050122.1/CM022923.1; linkage group LG18:NC_050123.1/CM022924.1; linkage group LG19:NC_050124.1/CM022925.1; linkage group LG20:NC_050125.1/CM022926.1; linkage group LG21:NC_050126.1/CM022927.1; linkage group LG22:NC_050127.1/CM022928.1; linkage group LG23:NC_050128.1/CM022929.1; linkage group LG24:NC_050129.1/CM022930.1; linkage group LG25:NC_050130.1/CM022931.1; linkage group LG26:NC_050131.1/CM022932.1; linkage group LG27:NC_050132.1/CM022933.1; linkage group LG28:NC_050133.1/CM022934.1; linkage group LG29:NC_050134.1/CM022935.1; linkage group LG30:NC_050135.1/CM022936.1; linkage group LG31:NC_050136.1/CM022937.1; linkage group LG32:NC_050137.1/CM022938.1; linkage group LG33:NC_050138.1/CM022939.1; linkage group LG34:NC_050139.1/CM022940.1; linkage group LG35:NC_050140.1/CM022941.1; linkage group LG36:NC_050141.1/CM022942.1; linkage group LG37:NC_050142.1/CM022943.1; mitochondrion MT:NC_017838.1/,GCA_012931545.1,MT:NC_017838.1/,28109,1853.1,43.3861,67043,0.016656,45.7613,13,111257.2046,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/931/545/GCA_012931545.1_Oket_V1
7446,Eukaryota,Arthropoda,Vespidae,Vespa,Vespa mandarinia,Nanaimo,PRJNA656956,SAMN15675875,mitochondrion MT:NC_050197.1/CM024295.1,GCA_014083535.1,MT:NC_050197.1/CM024295.1,268,247.731,30.5989,27198,0.020831,18.0644,13,11892.41995,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/083/535/GCA_014083535.1_V.mandarinia_Nanaimo_p1.0
51298,Eukaryota,Chordata,Vespertilionidae,Myotis,Myotis myotis,mMyoMyo1,PRJNA665501,SAMN14734277,mitochondrion MT:NC_029346.1/CM024383.1,GCA_014108235.1,MT:NC_029346.1/CM024383.1,93,2002.8,43.1999,61156,0.017213,35.3338,13,116353.9185,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/108/235/GCA_014108235.1_mMyoMyo1.p
9978,Eukaryota,Chordata,Ochotonidae,Ochotona,Ochotona princeps,UAM:Mamm:113957,PRJNA666703,SAMN15664588,chromosome 1:NC_050536.1/CM025721.1; chromosome 2:NC_050537.1/CM025722.1; chromosome 3:NC_050538.1/CM025723.1; chromosome 4:NC_050539.1/CM025724.1; chromosome 5:NC_050540.1/CM025725.1; chromosome 6:NC_050541.1/CM025726.1; chromosome 7:NC_050542.1/CM025727.1; chromosome 8:NC_050543.1/CM025728.1; chromosome 9:NC_050544.1/CM025729.1; chromosome 10:NC_050545.1/CM025730.1; chromosome 11:NC_050546.1/CM025731.1; chromosome 12:NC_050547.1/CM025732.1; chromosome 13:NC_050548.1/CM025733.1; chromosome 14:NC_050549.1/CM025734.1; chromosome 15:NC_050550.1/CM025735.1; chromosome 16:NC_050551.1/CM025736.1; chromosome 17:NC_050552.1/CM025737.1; chromosome 18:NC_050553.1/CM025738.1; chromosome 19:NC_050554.1/CM025739.1; chromosome 20:NC_050555.1/CM025740.1; chromosome 21:NC_050556.1/CM025741.1; chromosome 22:NC_050557.1/CM025742.1; chromosome 1A:NC_050558.1/CM025746.1; chromosome 1B:NC_050559.1/CM025747.1; chromosome 2A:NC_050560.1/CM025748.1; chromosome 3A:NC_050561.1/CM025749.1; chromosome 4A:NC_050562.1/CM025750.1; chromosome 7A:NC_050563.1/CM025751.1; chromosome 8A:NC_050564.1/CM025752.1; chromosome 9A:NC_050565.1/CM025753.1; chromosome 11A:NC_050566.1/CM025743.1; chromosome 13A:NC_050567.1/CM025744.1; chromosome 14A:NC_050568.1/CM025745.1; mitochondrion MT:NC_005358.1/,GCA_014633375.1,MT:NC_005358.1/,9351,2231.49,44.2103,29701,0.016481,42.9464,13,135397.7307,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/633/375/GCA_014633375.1_OchPri4.0
9974,Eukaryota,Chordata,Manidae,Manis,Manis javanica,MJ74,PRJNA666704,SAMN11464811,mitochondrion MT:NC_026781.1/,GCA_014570535.1,MT:NC_026781.1/,17969,2438.98,41.6,55869,0.016576,43.8405,13,147139.2375,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/570/535/GCA_014570535.1_YNU_ManJav_2.0
143292,Eukaryota,Chordata,Manidae,Manis,Manis pentadactyla,MP20,PRJNA666705,SAMN11464812,mitochondrion MT:NC_016008.1/,GCA_014570555.1,MT:NC_016008.1/,4694,2399.66,41.2,58167,0.016578,43.805,13,144749.6682,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/570/555/GCA_014570555.1_YNU_ManPten_2.0
9337,Eukaryota,Chordata,Phalangeridae,Trichosurus,Trichosurus vulpecula,mTriVul1,PRJNA667932,SAMN12629507,chromosome 1:NC_050573.1/CM021905.1; chromosome 2:NC_050574.1/CM021906.1; chromosome 3:NC_050575.1/CM021907.1; chromosome 4:NC_050576.1/CM021908.1; chromosome 5:NC_050577.1/CM021909.1; chromosome 6:NC_050578.1/CM021910.1; chromosome 7:NC_050579.1/CM021911.1; chromosome 8:NC_050580.1/CM021912.1; chromosome 9:NC_050581.1/CM021913.1; chromosome X:NC_050582.1/CM021914.1; mitochondrion MT:NC_003039.1/CM021960.1,GCA_011100635.1,MT:NC_003039.1/CM021960.1,212,3359.35,39.53,35542,0.017191,37.3335,13,195413.2977,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/100/635/GCA_011100635.1_mTriVul1.pri
118141,Eukaryota,Chordata,Megalopidae,Megalops,Megalops cyprinoides,fMegCyp1,PRJNA667936,SAMN12623619,chromosome 1:NC_050583.1/CM023707.1; chromosome 2:NC_050584.1/CM023708.1; chromosome 3:NC_050585.1/CM023709.1; chromosome 4:NC_050586.1/CM023710.1; chromosome 5:NC_050587.1/CM023711.1; chromosome 6:NC_050588.1/CM023712.1; chromosome 7:NC_050589.1/CM023713.1; chromosome 8:NC_050590.1/CM023714.1; chromosome 9:NC_050591.1/CM023715.1; chromosome 10:NC_050592.1/CM023716.1; chromosome 11:NC_050593.1/CM023717.1; chromosome 12:NC_050594.1/CM023718.1; chromosome 13:NC_050595.1/CM023719.1; chromosome 14:NC_050596.1/CM023720.1; chromosome 15:NC_050597.1/CM023721.1; chromosome 16:NC_050598.1/CM023722.1; chromosome 17:NC_050599.1/CM023723.1; chromosome 18:NC_050600.1/CM023724.1; chromosome 19:NC_050601.1/CM023725.1; chromosome 20:NC_050602.1/CM023726.1; chromosome 21:NC_050603.1/CM023727.1; chromosome 22:NC_050604.1/CM023728.1; chromosome 23:NC_050605.1/CM023729.1; chromosome 24:NC_050606.1/CM023730.1; chromosome 25:NC_050607.1/CM023731.1; mitochondrion MT:NC_005799.1/CM023770.1,GCA_013368585.1,MT:NC_005799.1/CM023770.1,207,959.259,43.0323,40137,0.016412,45.156,13,58448.63515,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/368/585/GCA_013368585.1_fMegCyp1.pri
9417,Eukaryota,Chordata,Phyllostomidae,Artibeus,Artibeus jamaicensis,1a,PRJNA673233,SAMN12273914,mitochondrion MT:NC_002009.1/,GCA_014825515.1,MT:NC_002009.1/,56740,2207.62,42,42600,0.016651,37.8656,13,132581.8269,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/825/515/GCA_014825515.1_WHU_Ajam_v2
7130,Eukaryota,Arthropoda,Sphingidae,Manduca,Manduca sexta,Smith_Timp_Sample1,PRJNA674349,SAMN15881793,chromosome 1:NC_051115.1/CM026232.1; chromosome 2:NC_051116.1/CM026233.1; chromosome 3:NC_051117.1/CM026234.1; chromosome 4:NC_051118.1/CM026235.1; chromosome 5:NC_051119.1/CM026236.1; chromosome 6:NC_051120.1/CM026237.1; chromosome 7:NC_051121.1/CM026238.1; chromosome 8:NC_051122.1/CM026239.1; chromosome 9:NC_051123.1/CM026240.1; chromosome 10:NC_051124.1/CM026241.1; chromosome 11:NC_051125.1/CM026242.1; chromosome 12:NC_051126.1/CM026243.1; chromosome 13:NC_051127.1/CM026244.1; chromosome 14:NC_051128.1/CM026245.1; chromosome 15:NC_051129.1/CM026246.1; chromosome 16:NC_051130.1/CM026247.1; chromosome 17:NC_051131.1/CM026248.1; chromosome 18:NC_051132.1/CM026249.1; chromosome 19:NC_051133.1/CM026250.1; chromosome 20:NC_051134.1/CM026251.1; chromosome 21:NC_051135.1/CM026252.1; chromosome 22:NC_051136.1/CM026253.1; chromosome 23:NC_051137.1/CM026254.1; chromosome 24:NC_051138.1/CM026255.1; chromosome 25:NC_051139.1/CM026256.1; chromosome 26:NC_051140.1/CM026257.1; chromosome 27:NC_051141.1/CM026258.1; chromosome 28:NC_051142.1/CM026259.1; mitochondrion MT:NC_010266.1/,GCA_014839805.1,MT:NC_010266.1/,4057,470.037,35.6211,24854,0.015516,18.2135,13,30293.69683,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/839/805/GCA_014839805.1_JHU_Msex_v1.0
50954,Eukaryota,Chordata,Talpidae,Talpa,Talpa occidentalis,TD23,PRJNA674757,SAMN10160270,mitochondrion MT:NC_039630.1/,GCA_014898055.1,MT:NC_039630.1/,4425,2098.02,41.9,39507,0.016962,39.2878,13,123689.4234,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/898/055/GCA_014898055.1_MPIMG_talOcc4
543639,Eukaryota,Arthropoda,Ixodidae,Dermacentor,Dermacentor silvarum,Dsil-2018,PRJNA674874,SAMN14941059,chromosome 1:NC_051154.1/CM023470.1; chromosome 2:NC_051155.1/CM023471.1; chromosome 3:NC_051156.1/CM023472.1; chromosome 4:NC_051157.1/CM023473.1; chromosome 5:NC_051158.1/CM023474.1; chromosome 6:NC_051159.1/CM023475.1; chromosome 7:NC_051160.1/CM023476.1; chromosome 8:NC_051161.1/CM023477.1; chromosome 9:NC_051162.1/CM023478.1; chromosome 10:NC_051163.1/CM023479.1; chromosome 11:NC_051164.1/CM023480.1; mitochondrion MT:NC_026552.1/CM023495.1,GCA_013339745.1,MT:NC_026552.1/CM023495.1,1665,2474.31,46.8931,28837,0.014945,21.2245,13,165561.0572,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/339/745/GCA_013339745.1_ASM1333974v1
6941,Eukaryota,Arthropoda,Ixodidae,Rhipicephalus,Rhipicephalus microplus,Rmic-2018,PRJNA674876,SAMN14941061,chromosome 1:NC_051165.1/CM023459.1; chromosome 2:NC_051166.1/CM023460.1; chromosome 3:NC_051167.1/CM023461.1; chromosome 4:NC_051168.1/CM023462.1; chromosome 5:NC_051169.1/CM023463.1; chromosome 6:NC_051170.1/CM023464.1; chromosome 7:NC_051171.1/CM023465.1; chromosome 8:NC_051172.1/CM023466.1; chromosome 9:NC_051173.1/CM023467.1; chromosome 10:NC_051174.1/CM023468.1; chromosome 11:NC_051175.1/CM023469.1; mitochondrion MT:NC_023335.1/CM023492.1,GCA_013339725.1,MT:NC_023335.1/CM023492.1,7048,2529.93,45.7731,24211,0.014905,20.3489,13,169737.001,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/339/725/GCA_013339725.1_ASM1333972v1
34632,Eukaryota,Arthropoda,Ixodidae,Rhipicephalus,Rhipicephalus sanguineus,Rsan-2018,PRJNA674886,SAMN14941062,chromosome 1:NC_051176.1/CM023520.1; chromosome 2:NC_051177.1/CM023521.1; chromosome 3:NC_051178.1/CM023522.1; chromosome 4:NC_051179.1/CM023523.1; chromosome 5:NC_051180.1/CM023524.1; chromosome 6:NC_051181.1/CM023525.1; chromosome 7:NC_051182.1/CM023526.1; chromosome 8:NC_051183.1/CM023527.1; chromosome 9:NC_051184.1/CM023528.1; chromosome 10:NC_051185.1/CM023529.1; chromosome 11:NC_051186.1/CM023530.1; mitochondrion MT:NC_002074.1/CM023531.1,GCA_013339695.1,MT:NC_002074.1/CM023531.1,2329,2365.54,46.8824,32195,0.01471,22.0394,13,160811.6927,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/339/695/GCA_013339695.1_ASM1333969v1
120794,Eukaryota,Chordata,Falconidae,Falco,Falco rusticolus,bFalRus1,PRJNA675116,SAMN12629496,chromosome 1:NC_051187.1/CM026666.1; chromosome 2:NC_051188.1/CM026667.1; chromosome 3:NC_051189.1/CM026668.1; chromosome 4:NC_051190.1/CM026669.1; chromosome 5:NC_051191.1/CM026670.1; chromosome 6:NC_051192.1/CM026671.1; chromosome 7:NC_051193.1/CM026672.1; chromosome 8:NC_051194.1/CM026673.1; chromosome 9:NC_051195.1/CM026674.1; chromosome 10:NC_051196.1/CM026675.1; chromosome 11:NC_051197.1/CM026676.1; chromosome 12:NC_051198.1/CM026677.1; chromosome 13:NC_051199.1/CM026678.1; chromosome 14:NC_051200.1/CM026679.1; chromosome 15:NC_051201.1/CM026680.1; chromosome 16:NC_051202.1/CM026681.1; chromosome 17:NC_051203.1/CM026682.1; chromosome 18:NC_051204.1/CM026683.1; chromosome 19:NC_051205.1/CM026684.1; chromosome 20:NC_051206.1/CM026685.1; chromosome 21:NC_051207.1/CM026686.1; chromosome 22:NC_051208.1/CM026687.1; chromosome W:NC_051209.1/CM026688.1; chromosome Z:NC_051210.1/CM026689.1; mitochondrion MT:NC_029359.1/CM026719.1,GCA_015220075.1,MT:NC_029359.1/CM026719.1,133,1195.85,42.2349,41389,0.018218,44.4999,13,65641.12416,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/220/075/GCA_015220075.1_bFalRus1.pri
8469,Eukaryota,Chordata,Cheloniidae,Chelonia,Chelonia mydas,rCheMyd1,PRJNA675851,SAMN12612360,chromosome 1:NC_057849.1/CM026898.1; chromosome 2:NC_057850.1/CM026899.1; chromosome 3:NC_057851.1/CM026900.1; chromosome 4:NC_057852.1/CM026901.1; chromosome 5:NC_051245.2/CM026902.2; chromosome 6:NC_051246.2/CM026903.2; chromosome 7:NC_057853.1/CM026904.1; chromosome 8:NC_057854.1/CM026905.1; chromosome 9:NC_057855.1/CM026906.1; chromosome 10:NC_051250.2/CM026907.2; chromosome 11:NC_051251.2/CM026908.2; chromosome 12:NC_051252.2/CM026909.2; chromosome 13:NC_051253.2/CM026910.2; chromosome 14:NC_051254.2/CM026911.2; chromosome 15:NC_057856.1/CM026912.1; chromosome 16:NC_057857.1/CM026913.1; chromosome 17:NC_051257.2/CM026914.2; chromosome 18:NC_051258.2/CM026915.2; chromosome 19:NC_051259.2/CM026916.2; chromosome 20:NC_051260.2/CM026917.2; chromosome 21:NC_051261.2/CM026918.2; chromosome 22:NC_051262.2/CM026919.2; chromosome 23:NC_051263.2/CM026920.2; chromosome 24:NC_051264.2/CM026921.2; chromosome 25:NC_057858.1/CM026922.1; chromosome 26:NC_057859.1/CM026923.1; chromosome 27:NC_057860.1/CM026924.1; chromosome 28:NC_051268.2/CM026925.2; mitochondrion MT:NC_000886.1/,GCA_015237465.2,MT:NC_000886.1/,93,2134.38,44.0473,71110,0.016497,39.4496,13,129379.8873,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/237/465/GCA_015237465.2_rCheMyd1.pri.v2
10116,Eukaryota,Chordata,Muridae,Rattus,Rattus norvegicus,BN/NHsdMcwi,PRJNA677964,SAMN16261960,chromosome 1:NC_051336.1/CM026974.1; chromosome 2:NC_051337.1/CM026975.1; chromosome 3:NC_051338.1/CM026976.1; chromosome 4:NC_051339.1/CM026977.1; chromosome 5:NC_051340.1/CM026978.1; chromosome 6:NC_051341.1/CM026979.1; chromosome 7:NC_051342.1/CM026980.1; chromosome 8:NC_051343.1/CM026981.1; chromosome 9:NC_051344.1/CM026982.1; chromosome 10:NC_051345.1/CM026983.1; chromosome 11:NC_051346.1/CM026984.1; chromosome 12:NC_051347.1/CM026985.1; chromosome 13:NC_051348.1/CM026986.1; chromosome 14:NC_051349.1/CM026987.1; chromosome 15:NC_051350.1/CM026988.1; chromosome 16:NC_051351.1/CM026989.1; chromosome 17:NC_051352.1/CM026990.1; chromosome 18:NC_051353.1/CM026991.1; chromosome 19:NC_051354.1/CM026992.1; chromosome 20:NC_051355.1/CM026993.1; chromosome X:NC_051356.1/CM026994.1; chromosome Y:NC_051357.1/CM026995.1; mitochondrion MT:NC_001665.2/AY172581.1,GCA_015227675.2,MT:NC_001665.2/AY172581.1,176,2647.92,42.0588,74754,0.016313,38.5705,13,162319.6224,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/227/675/GCA_015227675.2_mRatBN7.2
