TaxID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Groups,Strain,BioSample,BioProject,Assembly,Level,Size.Mb.,GC.,Replicons,WGS,Scaffolds,CDS,Release.Date,GenBank.FTP,RefSeq.FTP,Genes,Host,Modify.Date,other.RNA,Pseudogene,rRNA,tRNA
1000413,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer yangbiense,Land Plants,Malutang-1-2009seedling,SAMN11026391,PRJNA524417,GCA_008009225.1, Chromosome,665.888,35.9704,chromosome 1:CM017761.1; chromosome 2:CM017762.1; chromosome 3:CM017763.1; chromosome 4:CM017764.1; chromosome 5:CM017765.1; chromosome 6:CM017766.1; chromosome 7:CM017767.1; chromosome 8:CM017768.1; chromosome 9:CM017769.1; chromosome 10:CM017770.1; chromosome 11:CM017771.1; chromosome 12:CM017772.1; chromosome 13:CM017773.1; chloroplast Pltd:CM017775.1; mitochondrion:CM017774.1,VAHF01,280,28308,2019-08-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/009/225/GCA_008009225.1_AYv1.1,,28334,,2019-08-23T00:00:00Z,0,0,3,23
7604,Eukaryota,Metazoa,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,Asterias rubens,Other Animals,,SAMEA994741,PRJEB33974,GCA_902459465.3, Chromosome,417.602,38.7678,chromosome 1:NC_047062.1/LR699092.1; chromosome 2:NC_047063.1/LR699093.1; chromosome 3:NC_047064.1/LR699094.1; chromosome 4:NC_047065.1/LR699095.1; chromosome 5:NC_047066.1/LR699096.1; chromosome 6:NC_047067.1/LR699097.1; chromosome 7:NC_047068.1/LR699098.1; chromosome 8:NC_047069.1/LR699099.1; chromosome 9:NC_047070.1/LR699100.1; chromosome 10:NC_047071.1/LR699101.1; chromosome 11:NC_047072.1/LR699102.1; chromosome 12:NC_047073.1/LR699103.1; chromosome 13:NC_047074.1/LR699104.1; chromosome 14:NC_047075.1/LR699105.1; chromosome 15:NC_047076.1/LR699106.1; chromosome 16:NC_047077.1/LR699107.1; chromosome 17:NC_047078.1/LR699108.1; chromosome 18:NC_047079.1/LR699109.1; chromosome 19:NC_047080.1/LR699110.1; chromosome 20:NC_047081.1/LR699111.1; chromosome 21:NC_047082.1/LR699112.1; chromosome 22:NC_047083.1/LR699113.1; mitochondrion MT:LR745847.1,CABPRM03,150,24049,2019-08-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/459/465/GCA_902459465.3_eAstRub1.3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/459/465/GCF_902459465.1_eAstRub1.3,19938,,2020-01-18T00:00:00Z,2080,361,197,1912
44668,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,Sitobion,Sitobion miscanthi,Insects,Langfang-1,SAMN11401706,PRJNA532495,GCA_008086715.1, Chromosome,397.853,30.0606,linkage group LG1:CM017797.1; linkage group LG2:CM017798.1; linkage group LG3:CM017799.1; linkage group LG4:CM017800.1; linkage group LG5:CM017801.1; linkage group LG6:CM017802.1; linkage group LG7:CM017803.1; linkage group LG8:CM017804.1; linkage group LG9:CM017805.1,SSSL01,653,0,2019-08-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/086/715/GCA_008086715.1_ASM808671v1,,0,Triticum aestivum,2019-08-28T00:00:00Z,0,0,0,0
7251,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila lowei,Insects,Jillo6,SAMN11962598,PRJNA636507,GCA_008121275.1, Chromosome,184.313,44.4562,chromosome 2:CM017777.1; chromosome 3:CM017778.1; chromosome 4:CM017779.1; chromosome 5:CM017780.1; chromosome X:CM017781.1,VHIG01,223,0,2019-08-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/121/275/GCA_008121275.1_UCBerk_Dlow_1.0,,0,,2019-08-28T00:00:00Z,0,0,0,0
87175,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Thraupidae,Camarhynchus,Camarhynchus parvulus,Birds,,SAMEA5603054,PRJEB32528,GCA_901933205.1, Chromosome,1051.61,42.3825,chromosome 1:NC_044571.1/LR595696.1; chromosome 2:NC_044572.1/LR595695.1; chromosome 3:NC_044573.1/LR595697.1; chromosome 4:NC_044574.1/LR595698.1; chromosome 5:NC_044575.1/LR595701.1; chromosome 6:NC_044576.1/LR595703.1; chromosome 7:NC_044577.1/LR595702.1; chromosome 8:NC_044578.1/LR595704.1; chromosome 9:NC_044579.1/LR595705.1; chromosome 10:NC_044580.1/LR595707.1; chromosome 11:NC_044581.1/LR595706.1; chromosome 12:NC_044582.1/LR595708.1; chromosome 13:NC_044583.1/LR595710.1; chromosome 14:NC_044584.1/LR595711.1; chromosome 15:NC_044585.1/LR595713.1; chromosome 1A:NC_044586.1/LR595699.1; chromosome 17:NC_044587.1/LR595715.1; chromosome 18:NC_044588.1/LR595714.1; chromosome 19:NC_044589.1/LR595716.1; chromosome 20:NC_044590.1/LR595712.1; chromosome 21:NC_044591.1/LR595717.1; chromosome 22:NC_044592.1/LR595723.1; chromosome 23:NC_044593.1/LR595719.1; chromosome 24:NC_044594.1/LR595718.1; chromosome 25:NC_044595.1/LR595724.1; chromosome 26:NC_044596.1/LR595720.1; chromosome 27:NC_044597.1/LR595722.1; chromosome 28:NC_044598.1/LR595721.1; chromosome 29:NC_044599.1/LR595725.1; chromosome 4A:NC_044600.1/LR595709.1; chromosome Z:NC_044601.1/LR595700.1,CABFNF01,1345,28897,2019-08-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/933/205/GCA_901933205.1_STF_HiC,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/933/205/GCF_901933205.1_STF_HiC,16830,,2019-08-17T00:00:00Z,1161,194,32,213
2607531,Eukaryota,Metazoa,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus sinensis,Other Animals,Ov201803,SAMN11633729,PRJNA551489,GCA_006345805.1, Chromosome,2719.15,36.3702,linkage group LG1:NC_042997.1/CM016859.1; linkage group LG2:NC_042998.1/CM016860.1; linkage group LG3:NC_042999.1/CM016861.1; linkage group LG4:NC_043000.1/CM016862.1; linkage group LG5:NC_043001.1/CM016863.1; linkage group LG6:NC_043002.1/CM016864.1; linkage group LG7:NC_043003.1/CM016865.1; linkage group LG8:NC_043004.1/CM016866.1; linkage group LG9:NC_043005.1/CM016867.1; linkage group LG10:NC_043006.1/CM016868.1; linkage group LG11:NC_043007.1/CM016869.1; linkage group LG12:NC_043008.1/CM016870.1; linkage group LG13:NC_043009.1/CM016871.1; linkage group LG14:NC_043010.1/CM016872.1; linkage group LG15:NC_043011.1/CM016873.1; linkage group LG16:NC_043012.1/CM016874.1; linkage group LG17:NC_043013.1/CM016875.1; linkage group LG18:NC_043014.1/CM016876.1; linkage group LG19:NC_043015.1/CM016877.1; linkage group LG20:NC_043016.1/CM016878.1; linkage group LG21:NC_043017.1/CM016879.1; linkage group LG22:NC_043018.1/CM016880.1; linkage group LG23:NC_043019.1/CM016881.1; linkage group LG24:NC_043020.1/CM016882.1; linkage group LG25:NC_043021.1/CM016883.1; linkage group LG26:NC_043022.1/CM016884.1; linkage group LG27:NC_043023.1/CM016885.1; linkage group LG28:NC_043024.1/CM016886.1; linkage group LG29:NC_043025.1/CM016887.1; linkage group LG30:NC_043026.1/CM016888.1; mitochondrion MT:NC_006353.1/,VCDQ01,13516,36112,2019-06-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/345/805/GCA_006345805.1_ASM634580v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/345/805/GCF_006345805.1_ASM634580v1,29808,,2019-09-09T00:00:00Z,9048,1317,371,1949
1497555,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus,Lichenostomus cassidix,Birds,B80296,SAMN12287370,PRJNA554936,GCA_008360975.2, Chromosome,1102.94,42.2861,chromosome 1:CM039179.1; chromosome 1Aa:CM039180.1; chromosome 1Ab:CM039181.1; chromosome 2:CM039182.1; chromosome 3:CM039183.1; chromosome 4:CM039184.1; chromosome 4A:CM039185.1; chromosome 5:CM039186.1; chromosome 6:CM039187.1; chromosome 7:CM039188.1; chromosome 8:CM039189.1; chromosome 9:CM039190.1; chromosome 10:CM039191.1; chromosome 11:CM039192.1; chromosome 12:CM039193.1; chromosome 13:CM039194.1; chromosome 14:CM039195.1; chromosome 15:CM039196.1; chromosome 17:CM039197.1; chromosome 18:CM039198.1; chromosome 19:CM039199.1; chromosome 20:CM039200.1; chromosome 21:CM039201.1; chromosome 22:CM039202.1; chromosome 23:CM039203.1; chromosome 24:CM039204.1; chromosome 25:CM039205.1; chromosome 26:CM039206.1; chromosome 27:CM039207.1; chromosome 28:CM039208.1; chromosome 29:CM039209.1; chromosome W:CM039210.1; chromosome Z:CM039211.1,VLJF02,894,0,2019-09-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/360/975/GCA_008360975.2_HeHo_2.0,,0,,2022-02-11T00:00:00Z,0,0,0,0
253017,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,Land Plants,,SAMEA5248722,PRJEB44449,GCA_907164915.1, Chromosome,654.031,32.1253,chromosome 1:NC_061862.1/OU015481.1; chromosome 2:NC_061863.1/OU015482.1; chromosome 3:NC_061864.1/OU015483.1; chromosome 4:NC_061865.1/OU015484.1; chromosome 5:NC_061866.1/OU015485.1; chromosome 6:NC_061867.1/OU015486.1; chromosome 7:NC_061868.1/OU015487.1; chromosome 8:NC_061869.1/OU015488.1; chromosome 9:NC_061870.1/OU015489.1; chloroplast Pltd:NC_044718.1/,CAJRAH01,1115,36777,2021-05-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/907/164/915/GCA_907164915.1_dImpGla2.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/907/164/915/GCF_907164915.1_dImpGla2.1,36930,,2021-05-11T00:00:00Z,3413,1986,210,1454
2291877,Eukaryota,Metazoa,Mollusca,Bivalvia,Venerida,Vesicomyidae,Archivesica,Archivesica marissinica,Other Animals,SY067_SCS001,SAMN14814676,PRJNA629898,GCA_014843695.1, Chromosome,1544.61,39.162,linkage group LG1:CM026386.1; linkage group LG2:CM026387.1; linkage group LG3:CM026388.1; linkage group LG4:CM026389.1; linkage group LG5:CM026390.1; linkage group LG6:CM026391.1; linkage group LG7:CM026392.1; linkage group LG8:CM026393.1; linkage group LG9:CM026394.1; linkage group LG10:CM026395.1; linkage group LG11:CM026396.1; linkage group LG12:CM026397.1; linkage group LG13:CM026398.1; linkage group LG14:CM026399.1; linkage group LG15:CM026400.1; linkage group LG16:CM026401.1; linkage group LG17:CM026402.1; linkage group LG18:CM026403.1; linkage group LG19:CM026404.1,JABXNX01,4005,0,2020-10-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/843/695/GCA_014843695.1_ASM1484369v1,,0,,2020-10-07T00:00:00Z,0,0,0,0
170820,Eukaryota,Metazoa,Chordata,Chondrichthyes,Orectolobiformes,Hemiscylliidae,Hemiscyllium,Hemiscyllium ocellatum,Fishes,sHemOce1,SAMN22550098,PRJNA774310,GCA_020745735.1, Chromosome,3983.48,42.39,chromosome 1:CM036659.1; chromosome 2:CM036660.1; chromosome 3:CM036661.1; chromosome 4:CM036662.1; chromosome 5:CM036663.1; chromosome 6:CM036664.1; chromosome 7:CM036665.1; chromosome 8:CM036666.1; chromosome 9:CM036667.1; chromosome 10:CM036668.1; chromosome 11:CM036669.1; chromosome 12:CM036670.1; chromosome 13:CM036671.1; chromosome 14:CM036672.1; chromosome 15:CM036673.1; chromosome 16:CM036674.1; chromosome 17:CM036675.1; chromosome 18:CM036676.1; chromosome 19:CM036677.1; chromosome 20:CM036678.1; chromosome 21:CM036679.1; chromosome 22:CM036680.1; chromosome 23:CM036681.1; chromosome 24:CM036682.1; chromosome 25:CM036683.1; chromosome 26:CM036684.1; chromosome 27:CM036685.1; chromosome 28:CM036686.1; chromosome 29:CM036687.1; chromosome 30:CM036688.1; chromosome 31:CM036689.1; chromosome 32:CM036690.1; chromosome 33:CM036691.1; chromosome 34:CM036692.1; chromosome 35:CM036693.1; chromosome 36:CM036694.1; chromosome 37:CM036695.1; chromosome 38:CM036696.1; chromosome 39:CM036697.1; chromosome 40:CM036698.1; chromosome 41:CM036699.1; chromosome 42:CM036700.1; chromosome 43:CM036701.1; chromosome 44:CM036702.1; chromosome 45:CM036703.1; chromosome 46:CM036704.1; chromosome 47:CM036705.1; chromosome 48:CM036706.1; chromosome 49:CM036707.1; chromosome 50:CM036708.1; chromosome 51:CM036709.1; chromosome 52:CM036710.1; chromosome X:CM036711.1; chromosome Y:CM036712.1; mitochondrion MT:CM036752.1,JAJGRY01,1963,0,2021-11-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/745/735/GCA_020745735.1_sHemOce1.pat.X.cur.,,0,,2021-11-05T00:00:00Z,0,0,0,0
42100,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Phocoenidae,Phocoena,Phocoena sinus,Mammals,mPhoSin1,SAMN12325353,PRJNA606521,GCA_008692025.1, Chromosome,2371.52,41.3906,chromosome 1:NC_045763.1/CM018156.1; chromosome 2:NC_045764.1/CM018157.1; chromosome 3:NC_045765.1/CM018158.1; chromosome 4:NC_045766.1/CM018159.1; chromosome 5:NC_045767.1/CM018160.1; chromosome 6:NC_045768.1/CM018161.1; chromosome 7:NC_045769.1/CM018162.1; chromosome 8:NC_045770.1/CM018163.1; chromosome 9:NC_045771.1/CM018164.1; chromosome 10:NC_045772.1/CM018165.1; chromosome 11:NC_045773.1/CM018166.1; chromosome 12:NC_045774.1/CM018167.1; chromosome 13:NC_045775.1/CM018168.1; chromosome 14:NC_045776.1/CM018169.1; chromosome 15:NC_045777.1/CM018170.1; chromosome 16:NC_045778.1/CM018171.1; chromosome 17:NC_045779.1/CM018172.1; chromosome 18:NC_045780.1/CM018173.1; chromosome 19:NC_045781.1/CM018174.1; chromosome 20:NC_045782.1/CM018175.1; chromosome 21:NC_045783.1/CM018176.1; chromosome X:NC_045784.1/CM018177.1; mitochondrion MT:CM018178.1,VOSU01,64,52282,2019-09-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/692/025/GCA_008692025.1_mPhoSin1.pri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/692/025/GCF_008692025.1_mPhoSin1.pri,26497,,2019-09-26T00:00:00Z,7820,3152,4,866
561372,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Cornales,Nyssaceae,Nyssa,Nyssa sinensis,Land Plants,J267,SAMN12206538,PRJNA552378,GCA_008638375.1, Chromosome,1001.45,35.9841,linkage group LG0:CM018031.1; linkage group LG1:CM018032.1; linkage group LG2:CM018043.1; linkage group LG3:CM018046.1; linkage group LG4:CM018047.1; linkage group LG5:CM018048.1; linkage group LG6:CM018049.1; linkage group LG7:CM018050.1; linkage group LG8:CM018051.1; linkage group LG9:CM018052.1; linkage group LG10:CM018033.1; linkage group LG11:CM018034.1; linkage group LG12:CM018035.1; linkage group LG13:CM018036.1; linkage group LG14:CM018037.1; linkage group LG15:CM018038.1; linkage group LG16:CM018039.1; linkage group LG17:CM018040.1; linkage group LG18:CM018041.1; linkage group LG19:CM018042.1; linkage group LG20:CM018044.1; linkage group LG21:CM018045.1,VIRR01,654,36241,2019-09-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/638/375/GCA_008638375.1_ASM863837v1,,36241,,2019-09-24T00:00:00Z,0,0,0,0
28689,Eukaryota,Metazoa,Chordata,Aves,Charadriiformes,Alcidae,Alca,Alca torda,Birds,2006_11_07_Graehlm_vinge_78,SAMN12292087,PRJNA554520,GCA_008658365.1, Chromosome,1178.49,42.6892,chromosome 1:CM018076.1; chromosome 2:CM018077.1; chromosome 3:CM018078.1; chromosome 4:CM018079.1; chromosome 5:CM018080.1; chromosome 6:CM018081.1; chromosome 7:CM018082.1; chromosome 8:CM018083.1; chromosome 9:CM018084.1; chromosome 10:CM018085.1; chromosome 11:CM018086.1; chromosome 12:CM018087.1; chromosome 13:CM018088.1; chromosome 14:CM018089.1; chromosome 15:CM018090.1; chromosome 16:CM018091.1; chromosome 17:CM018092.1; chromosome 18:CM018093.1; chromosome 19:CM018094.1; chromosome 20:CM018095.1; chromosome 21:CM018096.1; chromosome 22:CM018097.1; chromosome 23:CM018098.1; chromosome 24:CM018099.1; chromosome 25:CM018100.1; chromosome Z:CM018101.1; mitochondrion MT:CM018102.1,VMED01,95,0,2019-09-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/658/365/GCA_008658365.1_bAlcTor1_primary,,0,,2019-10-10T00:00:00Z,0,0,0,0
2448454,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,Pyrus ussuriensis x Pyrus communis,Land Plants,S2,SAMN10188208,PRJNA494996,GCA_008932095.1, Chromosome,510.637,37.3742,chromosome 1:CM018505.1; chromosome 2:CM018506.1; chromosome 3:CM018507.1; chromosome 4:CM018508.1; chromosome 5:CM018509.1; chromosome 6:CM018510.1; chromosome 7:CM018511.1; chromosome 8:CM018512.1; chromosome 9:CM018513.1; chromosome 10:CM018514.1; chromosome 11:CM018515.1; chromosome 12:CM018516.1; chromosome 13:CM018517.1; chromosome 14:CM018518.1; chromosome 15:CM018519.1; chromosome 16:CM018520.1; chromosome 17:CM018521.1,SMOL01,785,43120,2019-10-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/932/095/GCA_008932095.1_ASM893209v1,,43120,,2019-10-11T00:00:00Z,0,0,0,0
390379,Eukaryota,Metazoa,Chordata,Actinopteri,Batrachoidiformes,Batrachoididae,Thalassophryne,Thalassophryne amazonica,Fishes,,SAMEA104129913,PRJEB34606,GCA_902500255.1, Chromosome,2446.59,42.0237,chromosome 1:NC_047103.1/LR722966.1; chromosome 2:NC_047104.1/LR722967.1; chromosome 3:NC_047105.1/LR722968.1; chromosome 4:NC_047106.1/LR722969.1; chromosome 5:NC_047107.1/LR722970.1; chromosome 6:NC_047108.1/LR722971.1; chromosome 7:NC_047109.1/LR722972.1; chromosome 8:NC_047110.1/LR722973.1; chromosome 9:NC_047111.1/LR722974.1; chromosome 10:NC_047112.1/LR722975.1; chromosome 11:NC_047113.1/LR722976.1; chromosome 12:NC_047114.1/LR722977.1; chromosome 13:NC_047115.1/LR722978.1; chromosome 14:NC_047116.1/LR722979.1; chromosome 15:NC_047117.1/LR722980.1; chromosome 16:NC_047118.1/LR722981.1; chromosome 17:NC_047119.1/LR722982.1; chromosome 18:NC_047120.1/LR722983.1; chromosome 19:NC_047121.1/LR722984.1; chromosome 20:NC_047122.1/LR722985.1; chromosome 21:NC_047123.1/LR722986.1; chromosome 22:NC_047124.1/LR722987.1; chromosome 23:NC_047125.1/LR722988.1,CABVOY01,464,36356,2019-09-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/500/255/GCA_902500255.1_fThaAma1.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/500/255/GCF_902500255.1_fThaAma1.1,31773,,2019-12-02T00:00:00Z,9027,1082,21,266
2182728,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix brachista,Land Plants,br00,SAMN09235684,PRJNA472210,GCA_009078335.1, Chromosome,339.588,34.1556,chromosome 1:CM018572.1; chromosome 2:CM018573.1; chromosome 3:CM018574.1; chromosome 4:CM018575.1; chromosome 5:CM018576.1; chromosome 6:CM018577.1; chromosome 7:CM018578.1; chromosome 8:CM018579.1; chromosome 9:CM018580.1; chromosome 10:CM018581.1; chromosome 11:CM018582.1; chromosome 12:CM018583.1; chromosome 13:CM018584.1; chromosome 14:CM018585.1; chromosome 15:CM018586.1; chromosome 16:CM018587.1; chromosome 17:CM018588.1; chromosome 18:CM018589.1; chromosome 19:CM018590.1; mitochondrion MT:CM018591.1; chloroplast Pltd:CM018592.1,VDCV01,30,30209,2019-10-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/078/335/GCA_009078335.1_ASM907833v1,,30209,,2019-11-22T00:00:00Z,0,0,0,0
586722,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Paulowniaceae,Paulownia,Paulownia fortunei,Land Plants,PF2021,SAMN14572878,PRJNA624264,GCA_019321725.1, Chromosome,511.772,32.5609,chromosome 1:CM033105.1; chromosome 2:CM033106.1; chromosome 3:CM033107.1; chromosome 4:CM033108.1; chromosome 5:CM033109.1; chromosome 6:CM033110.1; chromosome 7:CM033111.1; chromosome 8:CM033112.1; chromosome 9:CM033113.1; chromosome 10:CM033114.1; chromosome 11:CM033115.1; chromosome 12:CM033116.1; chromosome 13:CM033117.1; chromosome 14:CM033118.1; chromosome 15:CM033119.1; chromosome 16:CM033120.1; chromosome 17:CM033121.1; chromosome 18:CM033122.1; chromosome 19:CM033123.1; chromosome 20:CM033124.1,JAGSPU01,1677,0,2021-07-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/321/725/GCA_019321725.1_Paulownia_fortunei_Genome_V1.0,,0,,2021-07-22T00:00:00Z,0,0,0,0
1196302,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus moneduloides,Birds,bCorMon1,SAMN12368441,PRJNA599199,GCA_009650955.1, Chromosome,1112.73,42.7655,chromosome 1:NC_045476.1/CM018807.1; chromosome 2:NC_045477.1/CM018808.1; chromosome 3:NC_045478.1/CM018809.1; chromosome 4:NC_045479.1/CM018810.1; chromosome 5:NC_045480.1/CM018811.1; chromosome 6:NC_045481.1/CM018812.1; chromosome 7:NC_045482.1/CM018813.1; chromosome 8:NC_045483.1/CM018814.1; chromosome 9:NC_045484.1/CM018815.1; chromosome 10:NC_045485.1/CM018816.1; chromosome 11:NC_045486.1/CM018817.1; chromosome 12:NC_045487.1/CM018818.1; chromosome 13:NC_045488.1/CM018819.1; chromosome 14:NC_045489.1/CM018820.1; chromosome 15:NC_045490.1/CM018821.1; chromosome 16:NC_045491.1/CM018822.1; chromosome 17:NC_045492.1/CM018823.1; chromosome 18:NC_045493.1/CM018824.1; chromosome 19:NC_045494.1/CM018825.1; chromosome 20:NC_045495.1/CM018826.1; chromosome 21:NC_045496.1/CM018827.1; chromosome 22:NC_045497.1/CM018828.1; chromosome 23:NC_045498.1/CM018829.1; chromosome 24:NC_045499.1/CM018830.1; chromosome 25:NC_045500.1/CM018831.1; chromosome 26:NC_045501.1/CM018832.1; chromosome 27:NC_045502.1/CM018833.1; chromosome 28:NC_045503.1/CM018834.1; chromosome 29:NC_045504.1/CM018835.1; chromosome 30:NC_045505.1/CM018836.1; chromosome 31:NC_045506.1/CM018837.1; chromosome 32:NC_045507.1/CM018838.1; chromosome 33:NC_045508.1/CM018839.1; chromosome 34:NC_045509.1/CM018840.1; chromosome W:NC_045510.1/CM018842.1; chromosome Z:NC_045511.1/CM018841.1; mitochondrion MT:CM018859.1,WHPO01,105,43047,2019-11-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/650/955/GCA_009650955.1_bCorMon1.pri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/650/955/GCF_009650955.1_bCorMon1.pri,20781,,2019-11-18T00:00:00Z,7771,101,3,247
7218,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila bifasciata,Insects,14012-0181.02,SAMN12768989,PRJNA565796,GCA_009664405.1, Chromosome,192.75,43.9735,chromosome Muller A:CM019041.1; chromosome Muller B:CM019042.1; chromosome Muller CD:CM019043.1; chromosome Muller E:CM019044.1; chromosome Muller F:CM019045.1,WIOZ01,214,0,2019-11-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/664/405/GCA_009664405.1_UCBerk_Dbif_1.0,,0,,2019-11-15T00:00:00Z,0,0,0,0
191418,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Maniola,Maniola jurtina,Insects,,SAMEA7523158,PRJEB43489,GCA_905333055.1, Chromosome,402.039,36.96,chromosome 1:NC_060029.1/HG995207.1; chromosome 2:NC_060030.1/HG995209.1; chromosome 3:NC_060031.1/HG995210.1; chromosome 4:NC_060032.1/HG995211.1; chromosome 5:NC_060033.1/HG995212.1; chromosome 6:NC_060034.1/HG995213.1; chromosome 7:NC_060035.1/HG995214.1; chromosome 8:NC_060036.1/HG995215.1; chromosome 9:NC_060037.1/HG995216.1; chromosome 10:NC_060038.1/HG995217.1; chromosome 11:NC_060039.1/HG995218.1; chromosome 12:NC_060040.1/HG995219.1; chromosome 13:NC_060041.1/HG995220.1; chromosome 14:NC_060042.1/HG995221.1; chromosome 15:NC_060043.1/HG995222.1; chromosome 16:NC_060044.1/HG995223.1; chromosome 17:NC_060045.1/HG995224.1; chromosome 18:NC_060046.1/HG995225.1; chromosome 19:NC_060047.1/HG995226.1; chromosome 20:NC_060048.1/HG995227.1; chromosome 21:NC_060049.1/HG995228.1; chromosome 22:NC_060050.1/HG995229.1; chromosome 23:NC_060051.1/HG995230.1; chromosome 24:NC_060052.1/HG995231.1; chromosome 25:NC_060053.1/HG995232.1; chromosome 26:NC_060054.1/HG995233.1; chromosome 27:NC_060055.1/HG995235.1; chromosome 28:NC_060056.1/HG995236.1; chromosome W:NC_060057.1/HG995234.1; chromosome Z:NC_060058.1/HG995208.1; mitochondrion MT:HG995237.1,CAJOSP01,31,25734,2021-03-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/333/055/GCA_905333055.1_ilManJurt1.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/905/333/055/GCF_905333055.1_ilManJurt1.1,17227,,2021-03-17T00:00:00Z,3690,131,64,369
79833,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Coix,Coix aquatica,Land Plants,,SAMN10617848,PRJNA509097,GCA_009725075.1, Chromosome,1615.47,46.7564,chromosome 1:CM019138.1; chromosome 2:CM019139.1; chromosome 3:CM019140.1; chromosome 4:CM019141.1; chromosome 5:CM019142.1; chromosome 6:CM019143.1; chromosome 7:CM019144.1; chromosome 8:CM019145.1; chromosome 9:CM019146.1; chromosome 10:CM019147.1,RZMS01,2012,0,2019-12-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/725/075/GCA_009725075.1_ASM972507v1,,0,,2019-12-04T00:00:00Z,0,0,0,0
